"address","rank","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","postalCode","street","reviewsCount","title","location/lat","location/lng","categoryName","price","totalScore"
"4 Zarrar Shaheed Rd, Al-Faisal Town, Lahore, Punjab 54000, Pakistan","10",,,,,,"54000","4 Zarrar Shaheed Rd","280","Zafarullah - House of Sweets","31.5488637","74.4044149","Bakery",,"4.3"
"PHJF+CJ2, Safdarabad, Nankana Sahib, Punjab, Pakistan","2",,,,,,,"PHJF+CJ2","5","Al Sheikh Bakers& General Store","31.7308664","73.573884","Bakery",,"4.8"
"C7WJ+75Q, opposite zakir tikka, Block D Pia Housing Scheme, Lahore, Punjab 54770, Pakistan","61","341","178","15","61","11","54770","C7WJ+75Q, opposite zakir tikka","606","Bundu Khan Sweets and Bakers","31.4457196","74.2804784","Bakery","$$","4.4"
"PHMH+4FV, Saeed Nagar Safdarabad, Nankana Sahib, Punjab, Pakistan","3",,,,,,,"PHMH+4FV","0","Zia Bakery","31.7323322","73.5790198","Bakery",,
"GCVC+R26, Zarrar Shaheed Rd, B Block Guldasht Town, Lahore, Punjab, Pakistan","11",,,,,,,"GCVC+R26, Zarrar Shaheed Rd","447","Gourmet Foods - Zarar Shaheed Road","31.5445387","74.4200101","Bakery",,"3.8"
"Plot No, Millennial-I, Shop 1-2,Ground Floor, 465, Block A Revenue Employees Cooperative Housing Society, Lahore, 54770, Pakistan","62","18","4","0","0","0","54770","Plot No, Millennial-I, Shop 1-2,Ground Floor, 465","22","Malva Sweets & Bakers","31.4543448","74.2833264","Bakery",,"4.8"
"Zarrar Shaheed Rd, Al-Faisal Town, Lahore, Punjab, Pakistan","19",,,,,,,"Zarrar Shaheed Rd","164","Gourmet foods & bakery Jory Pull","31.5491204","74.4017241","Bakery","$$","4"
"PHHF+XX4, Dhaban Lalanwala Road, Safdarabad, Nankana Sahib, Punjab, Pakistan","4",,,,,,,"PHHF+XX4, Dhaban Lalanwala Road","1","Ameen Satara Sweets","31.7298989","73.5749463","Bakery",,"5"
"HC98+MVC, Ghazi Pul Muslimabad Taj Bagh Scheme, Lahore, Punjab, Pakistan","20",,,,,,,"HC98+MVC","1629","Gourmet Bakers & Sweets, Taj Bagh","31.5691957","74.4171414","Bakery",,"4"
"Bilal Arcade, Abdul Haque Rd, Block G Phase 1 Johar Town, Lahore, Punjab 54700, Pakistan","64","189","135","26","107","39","54700","Bilal Arcade, Abdul Haque Rd","496","Gourmet Foods","31.4745359","74.2804543","Bakery","$$","3.9"
"2, Block R2 Block R 2 Phase 2 Johar Town, Lahore, Punjab, Pakistan","65","943","377","64","120","42",,"2","1546","Suleman Sweets & Bakers (JT)","31.4544592","74.2755349","Bakery","$$$","4.4"
"F7FJ+M22, Abdul Haque Rd, Block G Phase 1 Johar Town, Lahore, Punjab, Pakistan","66","130","92","17","70","16",,"F7FJ+M22, Abdul Haque Rd","325","Shezan Bakers & Confectioners","31.4741272","74.2800175","Bakery","$$","3.9"
"F8MJ+7FM, Model Town Circular Rd, Model Town, Lahore, Punjab, Pakistan","67","41","17","3","10","4",,"F8MJ+7FM, Model Town Circular Rd","75","Gourmet Foods - Model Town A Block","31.4832105","74.3311737","Bakery","$$","4.2"
"Shop #01 , 437-G1, Qadri Plaza, Block G1 Block G 1 Phase 1 Johar Town, Lahore, Punjab, Pakistan","68","52","25","6","7","2",,"Shop #01 , 437-G1, Qadri Plaza","92","Pie in the Sky (Johar Outlet)","31.4728172","74.2784974","Bakery","$$","4.3"
"73/6, Commercial Phase 1 Sector K Dha Phase 1, Lahore, Punjab, Pakistan","70","36","15","12","7","1",,"73/6","71","Monster","31.4717132","74.3887512","Bakery",,"3.9"
"179, Street 11 Commercial Area, Sector Y DHA Phase 3, Lahore, Punjab, Pakistan","71","711","414","45","127","33",,"179, Street 11 Commercial Area","1330","Jalal Sons - DHA Phase 3","31.4720529","74.3769003","Bakery","$$","4.3"
"Plot 205, Sector DD Dha Phase 4, Lahore, Punjab, Pakistan","72","7","2","0","1","0",,"Plot 205","10","The Bakeologist","31.4666167","74.382143","Bakery",,"4.6"
"230 Y , Defense Housing Authority, Phase 3 DHA Phase 3, Lahore, Punjab 54000, Pakistan","73","48","4","4","5","1","54000","230 Y , Defense Housing Authority","62","Mini Treats","31.4717144","74.3744289","Bakery",,"4.5"
"F8QG+JGG, Model Town Circular Rd, Model Town, Lahore, Punjab, Pakistan","74","326","214","25","117","24",,"F8QG+JGG, Model Town Circular Rd","706","Shezan Bakers & Confectioners","31.4890689","74.3263397","Bakery","$$","4.1"
"49 C Commercial PIA Society, PIA Main Boulevard, Lahore, 54000, Pakistan","75","60","17","6","11","2","54000","49 C Commercial PIA Society, PIA Main Boulevard","96","Khalifa Bakers Pickup Store","31.4480322","74.281148","Bakery",,"4.3"
"F97Q+XXX, Sector FF Dha Phase 4, Lahore, Punjab, Pakistan","76","483","295","15","99","23",,"F97Q+XXX","915","Bundu Khan Sweets & Bakers","31.4649987","74.3899945","Bakery","$$","4.3"
"Plot 314, Gousia Chowk College, Road, Township Block 2 Twp Sector C 1 Lahore, Punjab 54600, Pakistan","78","64","27","10","28","7","54600","Plot 314, Gousia Chowk College, Road","136","Malva Sweets And Bakers","31.4506754","74.2986081","Bakery",,"3.9"
"C9X4+H5J, Sitara Colony Lahore, Punjab, Pakistan","79","194","66","11","37","23",,"C9X4+H5J","331","Nice Bakers & Sweets","31.4489533","74.3553969","Bakery",,"4.2"
"Sector K Dha Phase 1, Lahore, Punjab, Pakistan","80","457","240","22","96","19",,,"834","Kitchen Cuisine","31.4710789","74.3901315","Bakery","$$$","4.3"
"5, Sector F Market, Askari X, Lahore, Punjab 54810, Pakistan","28","13","5","8","7","3","54810","5, Sector F Market","36","Shanayas Bakers","31.528538","74.4204071","Bakery",,"3.3"
"Barki Rd, opposite gate no 2, Block D Paragon City, Lahore, Punjab, Pakistan","29","187","99","17","70","14",,"Barki Rd, opposite gate no 2","387","J.S PHARMACY","31.522009","74.4515726","Pharmacy",,"4.1"
"GCPF+8HM, Block A Askari X, Lahore, Punjab, Pakistan","30","1","1","0","1","0",,"GCPF+8HM","3","Sector S","31.5358428","74.4239198","Apartment building",,"4"
"12-E First Floor, Molana Shoukat Ali Road Near Johar Event Complex, Opposite Mon Soon Banquet Hall, Johar Town, Lahore, Punjab 54000, Pakistan","81","92","9","14","5","2","54000","12-E First Floor, Molana Shoukat Ali Road Near Johar Event Complex, Opposite Mon Soon Banquet Hall","122","Cake Feasta","31.4796581","74.2987518","Cake shop","$","4.3"
"Sector Y DHA Phase 3, Lahore, Punjab 54000, Pakistan","82","26","0","1","0","1","54000",,"28","Cakes Galaxy 🎂","31.4748712","74.3734092","Cake shop",,"4.8"
"F9C5+V6C, Khayaban-e-Iqbal, Sector XX DHA Phase 3, Lahore, Punjab, Pakistan","83","54","23","11","31","9",,"F9C5+V6C, Khayaban-e-Iqbal","128","Gourmet Foods - Dha XX-3 Block","31.472195","74.3580122","Bakery","$$","3.8"
"F879+C84, Maulana Shaukat Ali Rd, Kot Lakhpat, Lahore, Punjab 54600, Pakistan","84","170","87","36","76","38","54600","F879+C84, Maulana Shaukat Ali Rd","407","Gourmet Foods - Peco Road","31.4635024","74.3183259","Bakery","$$","3.8"
"Eden Villas Bhatti Colony, Lahore, Punjab 54600, Pakistan","86","16","1","1","1","0","54600",,"19","The Floofies","31.4704375","74.3206875","Store",,"4.6"
"42-A Block Khayaban-e-Firdousi, Block A Phase 1 Johar Town, Lahore, Punjab, Pakistan","87","40","14","8","3","3",,"42-A Block Khayaban-e-Firdousi","68","Kitchen Cuisine - Johar Town Allahu Chowk","31.4702302","74.301144","Bakery","$$$","4.1"
"29, Block B Model Town, Lahore, Punjab, Pakistan","88","3","0","0","0","0",,"29","3","Cake Heaven Lahore","31.4913401","74.3308815","Cake shop",,"5"
"F9RP+QVC, Faisal Ghuman Rd, N B Villas, Lahore, Punjab, Pakistan","89","273","88","28","87","18",,"F9RP+QVC, Faisal Ghuman Rd","494","Gourmet Foods","31.4919259","74.3871541","Bakery","$$","4.1"
"277 Y Block Commercial Market, Phase 3 DHA Phase 3, Lahore, Punjab 54792, Pakistan","90","164","70","13","20","6","54792","277 Y Block Commercial Market","273","OD Y BLOCK","31.4717729","74.3733735","Donut shop",,"4.3"
"Building # 4, Sector K Dha Phase 1, Lahore, Punjab 54792, Pakistan","91","26","2","1","2","0","54792","Building # 4","31","Caramel And Co.","31.4716044","74.3907029","Bakery",,"4.7"
"Fresh Inn، 3 B، 3 B Khayaban-e-Firdousi, Block B Phase 1 Johar Town, Lahore, Punjab, Pakistan","92","42","18","3","14","1",,"Fresh Inn، 3 B، 3 B Khayaban-e-Firdousi","78","Fresh Inn Bakers & Sweets","31.4686598","74.2981198","Bakery","$$","4.2"
"F8C9+FGJ, لنک روڈ, Block K Model Town, Lahore, Punjab, Pakistan","93","180","85","27","71","24",,"F8C9+FGJ, لنک روڈ","387","Gourmet Foods - Link Road","31.4712245","74.318759","Bakery","$$","3.9"
"F879+8CX, Main Maulana Shaukat Ali Rd, near link road, Township Sector A 1 Lahore, Punjab 54600, Pakistan","94","1092","520","69","248","51","54600","F879+8CX, Main Maulana Shaukat Ali Rd, near link road","1980","Cakes & Bakes","31.4629816","74.3180596","Bakery","$$","4.3"
"Sector FF Dha Phase 4, Lahore, Punjab, Pakistan","95","427","235","30","124","21",,,"837","Cakes & Bakes","31.4643627","74.388164","Bakery","$$","4.2"
"Qazi Muhammad Isa Rd, Block C1 Block C 1 Faisal Town, Lahore, Punjab, Pakistan","96","561","352","47","179","36",,"Qazi Muhammad Isa Rd","1175","Cakes & Bakes","31.475968","74.3068354","Bakery","$$","4.1"
"Kacha Jail Rd, Ismail Nagar Lahore, Punjab, Pakistan","97","4","0","0","0","0",,"Kacha Jail Rd","4","Kashmir Bakery","31.4512073","74.3447413","Bakery",,"5"
"P2V4+WPM, FWO Camp Sheikhupura Rd, Sheikhupura, Punjab, Pakistan","4",,,,,,,"P2V4+WPM, FWO Camp Sheikhupura Rd","68","راحت بیکرز Rahat Bakers 1950","31.7448273","74.0068009","Bakery",,"4"
"Bank Square Market, Model Town Circular Rd, Lahore, Pakistan","98","315","212","24","108","24",,"Bank Square Market, Model Town Circular Rd","683","Cakes & Bakes","31.4885791","74.3268999","Bakery","$$","4.1"
"15, Sector K, Phase 1, DHA Ghazi Road, K, opposite PTCL DHA Office, Lahore, 54660, Pakistan","99","757","267","111","147","42","54660","15, Sector K, Phase 1, DHA Ghazi Road, K, opposite PTCL DHA Office","1324","Uncle Tetsu","31.4712132","74.3905116","Japanese delicatessen",,"4.1"
"PX6W+68C, Sheikhupura, Punjab, Pakistan","11",,,,,,,"PX6W+68C","9","Al-Hamd Sweets And Bakers","31.7105732","73.9957636","Bakery",,"4.2"
"PXCR+F9H, Sheikhupura, Punjab, Pakistan","13",,,,,,,"PXCR+F9H","2","TasteAway Sweets & Bakers","31.7211925","73.9909871","Bakery",,"4.5"
"Shadewal Rd, Block A Revenue Society Block A Revenue Employees Cooperative Housing Society, Lahore, Punjab, Pakistan","100","854","532","50","238","46",,"Shadewal Rd","1720","Cakes & Bakes","31.4563301","74.2780863","Bakery","$$","4.2"
"P239+43H, Lahore - Sheikhupura - Faisalabad Rd, Khan Colony, Sheikhupura, Punjab, Pakistan","13",,,,,,,"P239+43H, Lahore - Sheikhupura - Faisalabad Rd","128","Al-Saddique bakers and sweet Bai pass branch","31.7028092","74.0177379","Bakery",,"4"
"P254+2F7, فاروقِ اعظم روڈ, Rehmanpura, Sheikhupura, Punjab, Pakistan","15",,,,,,,"P254+2F7, فاروقِ اعظم روڈ","137","Al Nizam Sweets & Bakers","31.7075387","74.00616","Bakery",,"3.9"
"Old City, Sheikhupura, Punjab, Pakistan","17",,,,,,,,"132","Ahmad Rehmani sweet & bakers","31.7138642","73.9914963","Bakery",,"3.9"
"P245+JJ6, Lahore - Sargodha Rd, near Aalam Bakers, Rehmanpura, Sheikhupura, Punjab, Pakistan","15",,,,,,,"P245+JJ6, Lahore - Sargodha Rd, near Aalam Bakers","18","Cakes n Desserts","31.7065399","74.0090276","Bakery",,"3.8"
"Super Market, Main Rd, Housing Colony Sheikhupura, Punjab 39350, Pakistan","17",,,,,,"39350","Super Market, Main Rd","29","Zam Zam Bakers & Sweets","31.7046279","74.0219837","Bakery",,"4.2"
"PXHG+VG4, Mairaj Pura Mohalla Marajpura, Sheikhupura, Punjab, Pakistan","18",,,,,,,"PXHG+VG4","22","Ikram Sweets & Bakers Branch 2","31.729629","73.9763356","Bakery",,"3.6"
"Plot 148 L, Block L Model Town, Lahore, Punjab, Pakistan","101","1","1","0","0","0",,"Plot 148 L","2","Wanderlust's Bakery","31.4870304","74.3072649","Bakery",,"4.5"
"R22J+HWH, Sheikhupura, Punjab, Pakistan","21","3","0","0","2","0",,"R22J+HWH","5","Supper Gourmay Sweets and Bakers","31.801435","74.0323504","Bakery",,"4.2"
,"37","15","1","1","2","0",,,"19","Sweet Creations","31.7109632","74.0109872","Bakery",,"4.5"
"F9X4+JVM, Cavalry Bridge, Industrial Plots, Lahore, Punjab 54000, Pakistan","102","6","1","2","0","0","54000","F9X4+JVM, Cavalry Bridge","9","Royal Cake & Bakers","31.4990996","74.3571612","Cake shop",,"4"
"C7XW+2QW, Township Block 2 Twp Sector C 1 Lahore, Punjab 54600, Pakistan","103","752","397","50","210","52","54600","C7XW+2QW","1461","Malmo Bakers & Sweets","31.4476041","74.2969661","Bakery","$$","4.2"
"151-CCA DD Street 1, Sector CCA Dha Phase 4, Lahore, Punjab, Pakistan","104","962","546","65","211","50",,"151-CCA DD Street 1","1834","Jalal Sons DHA Phase 4","31.4619946","74.3842814","Bakery","$$","4.2"
"7, Y block, Street 17, Sector Y DHA Phase 3, Lahore, Punjab, Pakistan","105","261","152","58","98","41",,"7, Y block, Street 17","610","AMAVI DHA","31.4689871","74.3760832","Bakery",,"3.8"
"Block D Punjab CHS, Lahore, Punjab, Pakistan","106","20","4","3","9","3",,,"39","Allied Bakers","31.4585625","74.3748125","General store",,"3.9"
"Jalal Sons-DHA Phase 3 XX1A, Khayaban-e-Iqbal, Phase 3 DHA Phase 3, Lahore, Punjab, Pakistan","107","311","152","20","46","13",,"Jalal Sons-DHA Phase 3 XX1A, Khayaban-e-Iqbal","542","Jalal Sons","31.4710848","74.3671229","Bakery","$$","4.3"
"y, 257, Lahore, Pakistan","108","154","58","15","23","5",,"y, 257","255","Burning Brownie Lahore DHA","31.4721069","74.3735177","Coffee shop",,"4.3"
"F72X+592 Ghosia Chowk, College Road, Township Block 2 Twp Sector C 1 Lahore, Punjab 54770, Pakistan","109","409","205","36","75","18","54770","F72X+592 Ghosia Chowk, College Road","743","Jalal Sons - Township","31.4503778","74.2984059","Grocery store","$$","4.3"
"F9F5+MRF, Lane No. 3, Al-Noor Town Al Noor Town, Lahore, Punjab, Pakistan","110","4","1","1","0","0",,"F9F5+MRF, Lane No. 3","6","Al- Noor Commercial","31.4741806","74.3595491","Bakery",,"4.2"
"437, G1, Lahore, 54782, Pakistan","111","56","17","7","14","4","54782","437, G1","98","Cake Mystery Bakeshop - Johar Town","31.4728363","74.2785116","Bakery",,"4.1"
"F8M4+8P7, Street 12, Block M Model Town, Lahore, Punjab 54000, Pakistan","112","2433","1242","163","464","103","54000","F8M4+8P7, Street 12","4405","Jalal Sons - Model Town","31.4832853","74.3067886","Grocery store",,"4.3"
"5 A, Nishat Colony Lahore, Punjab 54000, Pakistan","113",,,,,,"54000","5 A","0","Home bakers","31.4906635","74.3873827","Bakery",,
"94-Y Block, Commercial Market, Sector Y DHA Phase 3, Lahore, Punjab, Pakistan","114","158","68","11","34","9",,"94-Y Block, Commercial Market","280","Naturals DHA","31.4740463","74.37677","Bakery",,"4.3"
"PX6V+QR7, near FINCA Microfinance Bank, Mohalla Hanjran Wala, Sheikhupura, Punjab, Pakistan","44","1","0","0","0","0",,"PX6V+QR7, near FINCA Microfinance Bank","1","Mr Baker & sweet","31.7119194","73.9945391","Bakery",,"5"
"Block Q Model Town, Lahore, Punjab 54700, Pakistan","115","38","4","2","0","1","54700",,"45","Sana's Kitchenette","31.4704543","74.3274123","Frozen food store",,"4.7"
"MXRC+FWR, Bhikhi Rd, Sheikhupura, Punjab, Pakistan","45","19","11","0","7","2",,"MXRC+FWR, Bhikhi Rd","39","عالم بیکرزاینڈسویٹس","31.6912433","73.9722673","Bakery",,"4.2"
"F8QG+M98, Model Town, Lahore, Punjab, Pakistan","116","226","99","10","47","3",,"F8QG+M98","385","Bank Square Market Model Town","31.4891706","74.3259494","Market",,"4.4"
"PWCW+2GW, Sargodha Rd, Sheikhupura, Punjab, Pakistan","46","31","16","7","19","4",,"PWCW+2GW, Sargodha Rd","77","Sweet Mahal","31.7201159","73.9463226","Bakery","$$","3.8"
"F83C+7MC, Haider Rd, Township Block 6 Sector A 2 Lahore, Punjab 54770, Pakistan","117","7","2","1","0","1","54770","F83C+7MC, Haider Rd","11","Zeeshan Milk and Naan Shop","31.4531962","74.3216405","Store",,"4.2"
"PWCV+96F, Gujer Town Nabipura, Sheikhupura, Punjab, Pakistan","47","1","0","0","0","0",,"PWCV+96F","1","Super ideal Bakers & fast foods","31.7209307","73.9430562","Bakery",,"5"
"Faisalabad Road, Kharianwala, Sheikhupura, Punjab, Pakistan","1",,,,,,,"Faisalabad Road","145","Royal Sweets & Bakers Kharianwala","31.6542076","73.9322376","Bakery",,"3.9"
"P253+HHM, Service Rd, Sheikhupura, Punjab, Pakistan","48","4","0","0","0","0",,"P253+HHM, Service Rd","4","Mehar baba sweets & Bakers","31.7090341","74.00391","Bakery",,"5"
"Faisalabad Rd، opposite water tank, Kharianwala, Sheikhupura, Punjab, Pakistan","2",,,,,,,"Faisalabad Rd، opposite water tank","51","Makkhan Sweets & Bakers","31.657083","73.933682","Bakery",,"4"
"49 Usama St, Housing Colony Sheikhupura, Punjab 39350, Pakistan","49","2","1","0","0","0","39350","49 Usama St","3","Gourmet food sheikhupura","31.7064709","74.0185954","Bakery",,"4.7"
"MW5M+MX, Rasool Town, Kharian Wala, Sheikhupura, Punjab, Pakistan","3",,,,,,,"MW5M+MX","0","Qadri Bakers","31.6592024","73.9349893","Bakery",,
"Jinnah Park, Sheikhupura, Punjab, Pakistan","50","1","0","0","0","0",,,"1","FEWCSBAKERSSheikhupura . online cake delivery sheikhupura","31.7251586","73.9583617","Bakery",,"5"
"Near New Zaiqa Restaurant Faisalabad Road, Bypass Chowk, Sheikhupura, Punjab 39350, Pakistan","4",,,,,,"39350","Near New Zaiqa Restaurant Faisalabad Road, Bypass Chowk","26","Sardar Sweets & Bakers","31.6853583","73.9697059","Bakery",,"4.8"
"P23C+G6C, Housing Colony Sheikhupura, Punjab, Pakistan","51","1","1","0","2","0",,"P23C+G6C","4","Cake n Cakes","31.7038216","74.0205179","Bakery",,"3.8"
"MXH3+5XG, Kudalthi More, Sheikhupura, Punjab, Pakistan","6",,,,,,,"MXH3+5XG","10","Ideal sweet bakers and general store","31.6778207","73.9550736","Bakery",,"3.9"
"PX66+4GV, Sheikhupura, Punjab, Pakistan","52","7","1","0","0","1",,"PX66+4GV","9","Halwani Bakers","31.7103713","73.9612989","Bakery",,"4.6"
"MXH4+569, Lahore - Sheikhupura - Faisalabad Rd, Kudalthi More, Sheikhupura, Punjab, Pakistan","10",,,,,,,"MXH4+569, Lahore - Sheikhupura - Faisalabad Rd","5","Baig Sweets and Bakers","31.6779186","73.9556171","Bakery",,"4.6"
"PX6P+XWV, Regal Cinema Rd, Sheikhupura, Punjab, Pakistan","53","1","0","0","0","0",,"PX6P+XWV, Regal Cinema Rd","1","Noor Bakers","31.7124833","73.987298","Bakery",,"5"
"PW9W+WCP, Sheikhupura, Punjab, Pakistan","54","0","1","0","0","0",,"PW9W+WCP","1","Makkhan Sweets & Bakers Branch 8","31.719842","73.9460782","Bakery",,"4"
"PWCV+6QP, Lahore-Sargodha Rd, Dera Gujran, Farooqabad, Sheikhupura, Punjab 39520, Pakistan","55","88","50","6","25","4","39520","PWCV+6QP, Lahore-Sargodha Rd, Dera Gujran, Farooqabad","173","Ideal Sweets Bakers & General Store","31.720582","73.9444534","Bakery",,"4.2"
"P239+447 Centre Point, Bypass, Khan Colony, Sheikhupura, Punjab 39350, Pakistan","56","3","2","1","1","0","39350","P239+447 Centre Point, Bypass","7","Rahat Bakers & Sweets","31.7027896","74.0177899","Bakery",,"3.9"
"Sheikhupura Bypass Chowk, Sheikhupura, Punjab, Pakistan","57","4","4","2","3","1",,"Sheikhupura Bypass Chowk","14","Al Faisal Baker's","31.6859977","73.9684377","Bakery",,"3.5"
"PX29+6QM, Sheikhupura, Punjab, Pakistan","58","9","3","0","0","0",,"PX29+6QM","12","بسم اللّٰہ بیکری اینڈ جنرل اسٹور","31.7005991","73.9694281","Bakery",,"4.8"
"Bhikhi Rd, Sheikhupura, Punjab, Pakistan","59","1","1","0","1","0",,"Bhikhi Rd","3","Zain sweet bakers","31.7025498","73.9831236","Bakery",,"4"
"M2XP+3GQ, Sheikhupura, Punjab, Pakistan","60",,,,,,,"M2XP+3GQ","0","Foods good","31.6976912","74.0363761","Bakery",,
"PX8P+M2G, Sheikhupura, Punjab, Pakistan","61","1","0","0","0","0",,"PX8P+M2G","1","Jandiala rood","31.7166854","73.9850854","Bakery",,"5"
"MXH6+RP5, Lahore - Sheikhupura - Faisalabad Rd, Kudalthi Morr, Sheikhupura, Punjab, Pakistan","62","2","0","0","0","0",,"MXH6+RP5, Lahore - Sheikhupura - Faisalabad Rd","2","Makhan sweats Branch No 6","31.6795193","73.9618545","Bakery",,"5"
"PX6W+78W, Faisalabad Rd, Sheikhupura, Punjab, Pakistan","63","1","0","0","0","0",,"PX6W+78W, Faisalabad Rd","1","Sheikhupura Toyota","31.7107256","73.9958332","Bakery",,"5"
"PXF7+4PV, Old Bhadroo Rd, Sheikhupura, Punjab, Pakistan","64","8","1","2","0","1",,"PXF7+4PV, Old Bhadroo Rd","12","Hajvery Bakrey Mian Shoukat Chowk","31.7228522","73.9643051","Bakery",,"4"
"P262+MRQ, St 2, Moh. Roshanpura Rehmat Colony, Sheikhupura, Punjab, Pakistan","65",,,,,,,"P262+MRQ, St 2","0","Mian Bakery Sheikhupura","31.7117145","74.0018098","Bakery",,
"P24H+RXC, Housing Colony, Sheikhupura, Punjab, Pakistan","66",,,,,,,"P24H+RXC","0","Bilal Ghani","31.7070631","74.0298759","Bakery",,
"PX78+QG8 SP Chowk Bus Stop North, Food Lahore, Lahore - Sargodha Rd, Civil Lines, Sheikhupura, Punjab, Pakistan","67",,,,,,,"PX78+QG8 SP Chowk Bus Stop North, Food Lahore, Lahore - Sargodha Rd","0","Food delivery sheikhupura","31.7143502","73.9661847","Bakery",,
"PX39+V66, Ghang Road, Sheikhupura, Punjab, Pakistan","68",,,,,,,"PX39+V66, Ghang Road","0","Punjab Super Bakery","31.704671","73.9680224",,,
"PX3C+4V3, Street 1, Muslim Ganj, Sheikhupura, Punjab, Pakistan","69","5","3","0","2","2",,"PX3C+4V3, Street 1","12","Madni Sweet Bakers& General Store","31.7027572","73.9721718","Bakery",,"3.9"
"CPX4+MRQ, Shora Kothi Rd, Nankana Sahib, Punjab, Pakistan","20",,,,,,,"CPX4+MRQ, Shora Kothi Rd","2","Hafiz Sweets and Bakers Lal Khoa","31.4492186","73.7071079","Bakery",,"3"
"Shahrah-e-Quaid-e-Azam Rd, near Katchehry chowk, Pattoki, Kasur, Punjab 55300, Pakistan","7",,,,,,"55300","Shahrah-e-Quaid-e-Azam Rd, near Katchehry chowk","376","Nawab Sweets and Bakers","31.0211708","73.8515784","Bakery","$$","4.1"
"Chowk Al-Saeed, Nain Sukh, Sagiyan Bypass, Jaranwala, Rd, Naain Sukh, Lahore, Punjab, Pakistan","20",,,,,,,"Chowk Al-Saeed, Nain Sukh, Sagiyan Bypass, Jaranwala, Rd","171","Cakes & Bakes","31.60946","74.2490362","Bakery","$$","4.2"
"C786+PCJ, Block A1 Block A 1 Valencia, Lahore, Punjab 54770, Pakistan","10",,,,,,,"C786+PCJ","10","Sahari sweets and bakers","31.4168438","74.2610205","Bakery",,"3.5"
"C7QC+8W5, Wapda Avenue, Block D2 Block D 2 Wapda Town Phase 1 Lahore, Punjab, Pakistan","13",,,,,,,"C7QC+8W5, Wapda Avenue","2081","Kitchen Cuisine - Wapda Town","31.4382529","74.2723575","Bakery","$$$","4.3"
"Plaza No. 16, Ground Floor, Shaheen Commercial, Shaheen Block Sector B Bahria Town, Lahore, Punjab, Pakistan","17",,,,,,,"Plaza No. 16, Ground Floor, Shaheen Commercial","9","Malva Sweets & Bakers","31.3869454","74.1907375","Bakery",,"3.3"
"XX8G+95R, Road, Zaheerabad Allahabad, Chunian, Kasur, Punjab 55220, Pakistan","6",,,,,,"55220","XX8G+95R, Road","3","Hafiz Sweets & Bakers حافظ سویٹس اینڈ بیکرز","30.9659985","73.9753804","Bakery",,"3.7"
"VW92+7RM, Chunian, Kasur, Punjab, Pakistan","15",,,,,,,"VW92+7RM","3","New Multan sweets.bakers and general store","30.868221","73.9020437","Bakery",,"3.7"
"3R85+CGQ, Shahrah-e-Quaid-e-Azam Rd, Shaikham Kalan, Kasur, Punjab, Pakistan","20",,,,,,,"3R85+CGQ, Shahrah-e-Quaid-e-Azam Rd","13","BASHIR SONS SWEETS & BAKERS","31.0660994","73.8088569","Bakery",,"4.2"
"HMRV+Q3J Lari adda, Mananwala, Sheikhupura, Punjab, Pakistan","14",,,,,,,"HMRV+Q3J Lari adda","5","Bilal Sweets & Bakers","31.5919614","73.692631","Bakery",,"4.8"
"Main Boulevard, Block L phase 2 Near kokhar، chowk, Block L Johar Town, Lahore, Punjab 54000, Pakistan","19",,,,,,"54000","Main Boulevard, Block L phase 2 Near kokhar، chowk","2626","Bread & Beyond (JT)","31.4686212","74.2729021","Bakery","$$","4.2"
"X7PH+38J, Bazer, Khudian Khas, Kasur, Punjab, Pakistan","2",,,,,,,"X7PH+38J, Bazer","0","Riyaz sweet house","30.9852051","74.2782795","Bakery",,
"Near Noor Masjid Rd, Tariq Colony, Kasur, Punjab, Pakistan","18",,,,,,,"Near Noor Masjid Rd","511","Gourmet Foods","31.1220818","74.4546376","Bakery",,"4"
"F7GQ+57F, Ali St, Johar View Block E 1 Phase 1 Johar Town, Lahore, Punjab, Pakistan","48","148","35","15","44","24",,"F7GQ+57F, Ali St","266","Paradise Bakery","31.4754358","74.2881853","Bakery","$","4"
"F665+GP3, Road, Shahpur Kanjra, Lahore, Punjab, Pakistan","53","60","11","5","10","4",,"F665+GP3, Road","90","Cakes & Taste Bakery","31.4612585","74.209307","Bakery",,"4.3"
"82 E1, Main Blvd, WAPDA Town Block E 1 Wapda Town Phase 1 Pia Housing Scheme, Lahore, Punjab 54770, Pakistan","55","75","34","10","25","9",,"82 E1, Main Blvd","153","Fresh Inn Bakers & Sweets","31.4455902","74.2801671","Bakery","$$","4"
"Wahdat Rd, Ghani Colony Education Town, Lahore, Punjab, Pakistan","56","318","175","20","83","29",,"Wahdat Rd","625","Shimla Bakers & Sweets","31.4974614","74.27009","Bakery","$$","4.2"
"Multan Rd, Thokar Niaz Baig, near Police Check Post, Canal Colony, Lahore, Punjab, Pakistan","57","88","54","10","36","10",,"Multan Rd, Thokar Niaz Baig, near Police Check Post","198","Gourmet Foods - Thokar Niaz Baig","31.4678679","74.2321322","Bakery","$$","4"
