"location/lat","location/lng","address","postalCode","title","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","categoryName","hotelStars","street","price","totalScore"
"31.7237866","74.268048","phase.2, Main GT Rd, near SA Garden, Kala Shah Kaku, Lahore, Punjab 54000, Pakistan","54000","FUSION MALL & RESIDENCIA","2",,,,,,"Shopping mall",,"phase.2, Main GT Rd, near SA Garden",,"5"
"31.7205026","73.9466353","Lahore - Sargodha Rd, Sultan Colony, Sheikhupura, Punjab, Pakistan",,"Mega mall sheikhupura","297",,,,,,"Shopping mall",,"Lahore - Sargodha Rd",,"4.3"
"31.5831548","74.3742716","Baghbanpura, Lahore, Punjab 54000, Pakistan","54000","Baghban Mall","12",,,,,,"Shopping mall",,,,"4.3"
"31.7573424","74.2592699","Rayyan Pura Tehsil, Muridke, Punjab 39018, Pakistan","39018","Bekao Mall","1",,,,,,"Shopping mall",,"Rayyan Pura Tehsil",,"5"
"31.7051875","74.0136951","P247+3FG, Lahore Rd, Defence Colony, Sheikhupura, Punjab 39350, Pakistan","39350","No mall","5",,,,,,"Shopping mall",,"P247+3FG, Lahore Rd",,"4.8"
"31.4704126","74.3182942","Model Town Link Rd, Model Town Extension Block P Model Town, Lahore, Punjab 54600, Pakistan","54600","zaibjaan clothing","3622",,,,,,"Shopping mall",,"Model Town Link Rd",,"3.9"
"31.8099182","74.2535475","R753+XFG, Rehmanpura, Muridke, Sheikhupura, Punjab, Pakistan",,"Mall of Muridke","484",,,,,,"Grocery store",,"R753+XFG",,"4.1"
"31.5655409","74.2975954","nayab manzil, 31 Saadi Rd, Islampura, Lahore, Punjab 54000, Pakistan","54000","Nayab Shopping Mall","154",,,,,,"Shopping mall",,"nayab manzil, 31 Saadi Rd",,"3.9"
"31.5720734","74.3272301","H8CG+RVH, Fleming Rd, Garhi Shahu, Lahore, Punjab 54000, Pakistan","54000","Souk Apna Mall","6",,,,,,"Shopping mall",,"H8CG+RVH, Fleming Rd",,"4.5"
"31.564456","74.3810111","149A Shalimar Link Road mughalpura، cantt, Lahore, 54840, Pakistan","54840","H-MALL","314",,,,,,"Shopping mall",,"149A Shalimar Link Road mughalpura",,"3.9"
"31.5790673","74.3814436","Shalimar Link Road, Muslim Colony, Lahore, Punjab 56000, Pakistan","56000","Red Mall","129",,,,,,"Shopping mall",,"Shalimar Link Road",,"4.2"
"30.9600246","74.2593834","X765+2Q2, Kasur, Punjab, Pakistan",,"چودھری عثمان کنڈل","4",,,,,,"Shopping mall",,"X765+2Q2",,"5"
"31.5619724","74.3185517","72, Westend Plaza,, Shahrah-e-Quaid-e-Azam, Mozang Chungi, Lahore, Punjab 54000, Pakistan","54000","Westend Plaza","42",,,,,,"Shopping mall",,"72, Westend Plaza,, Shahrah-e-Quaid-e-Azam",,"4.1"
"31.56248","74.31961","H869+XRX, Hall Rd, Mayo Gardens, Lahore, Punjab, Garhi Shahu, Lahore, Punjab 54000, Pakistan","54000","Mall View Plaza","12",,,,,,"Shopping mall",,"H869+XRX, Hall Rd, Mayo Gardens, Lahore, Punjab",,"4.3"
"30.9472602","74.2739252","W7WF+WH3, Railway Rd, Dholan Hithar, Kasur, Punjab, Pakistan",,"Mian Akthar Genral Store","5",,,,,,"Shopping mall",,"W7WF+WH3, Railway Rd",,"3.8"
"30.8774781","74.0590366","V3H5+4GX, Depal Pur Rd, Allah Abad, Kasur, Punjab, Pakistan",,"Umer Usama Shopping Mall","257",,,,,,"Shopping mall",,"V3H5+4GX, Depal Pur Rd",,"4.1"
"30.9348777","74.2134351","W6M7+X93, Dhing Shah, Kasur, Punjab, Pakistan",,"Kashif Genral Store","15",,,,,,"Shopping mall",,"W6M7+X93",,"4.1"
"30.9868339","74.2709975","X7PC+P9Q, Khudian Khas, Kasur, Punjab, Pakistan",,"Sath Tufail Market","10",,,,,,"Shopping mall",,"X7PC+P9Q",,"4"
"30.7754714","74.1177194","Q4G9+53Q، الہ آباد - کنگن پور روڈ, Kanganpur, Kasur, Punjab, Pakistan",,"Royal Shopping Mall,Kangan Pur","1",,,,,,"Shopping mall",,"Q4G9+53Q، الہ آباد - کنگن پور روڈ",,"5"
"30.9860651","73.9734444","A Block, near Educator School, Shahzada model city, Chunian, Pakistan",,"مین شاپنگ مال Main Mall","6",,,,,,"Shopping mall",,"A Block, near Educator School, Shahzada model city",,"4.8"
"30.9875971","74.2672636","X7Q8+2WJ, Çabër kot, Khudian Khas, Kasur, Punjab, Pakistan",,"محمد حسین کریانہ سٹور","2",,,,,,"Shopping mall",,"X7Q8+2WJ",,"5"
"30.9859316","74.268919","X7P9+9HF, Khudian Khas, Kasur, Punjab, Pakistan",,"Al Hussain Super Store","1",,,,,,"Shopping mall",,"X7P9+9HF",,"5"
"31.1208026","74.4492572","Railway Rd, Old City Kasur, Kasur, Punjab 55050, Pakistan","55050","Fast Mall","71",,,,,,"Shopping mall",,"Railway Rd",,"4.7"
"30.9130542","74.1423508","W47R+6WH, Depalpur Rd, Talwandi, Kasur, Punjab, Pakistan",,"NASAR sultan shopping mall","2",,,,,,"Shopping mall",,"W47R+6WH, Depalpur Rd",,"3"
"31.1174004","74.4481189","4C8X+X69, Naya Bazar, Walled City, Kasur, Punjab, Pakistan",,"Good Luck General Stor","12",,,,,,"Shopping mall",,"4C8X+X69, Naya Bazar",,"4.7"
"30.825324","74.213822","R6G7+4GG, Kul, Kasur, Punjab, Pakistan",,"Siddique Mali Departmental Store","23",,,,,,"Shopping mall",,"R6G7+4GG",,"4.7"
"31.7509054","74.254128","Q723+9M6, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"Mian Sarwar General Store","5","5","0","0","0","0","Shopping mall",,"Q723+9M6",,"5"
"31.752882","74.2520475","Q732+5R3, Unnamed Road, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"Waqas hair dresser","15","8","2","3","2","0","Shopping mall",,"Q732+5R3, Unnamed Road",,"3.8"
"30.9463907","74.2761608","W7WG+GFW, Dholan Hithar, Kasur, Punjab 55031, Pakistan","55031","Faizan Cloths & Garments","4","4","0","0","0","0","Shopping mall",,"W7WG+GFW",,"5"
"30.9558125","74.2748125","X74F+8WM, Dholan Hithar, Kasur, Punjab, Pakistan",,"HMZ_Collection","0",,,,,,"Shopping mall",,"X74F+8WM",,
"30.9481671","74.278852","W7XH+7GQ, Khudian Road, Dholan Hithar, Kasur, Punjab, Pakistan",,"Haseeb General Store","0",,,,,,"Shopping mall",,"W7XH+7GQ, Khudian Road",,
"30.9580099","74.2379715","X65Q+655, Depalpur Rd, Adda Katcha Pakka Adda Kacha Pakka, Kasur, Punjab, Pakistan",,"CH. SUPRAY CENTRE","0",,,,,,"Shopping mall",,"X65Q+655, Depalpur Rd",,
"30.9647693","74.1083816","X475+W92, Dobli, Kasur, Punjab, Pakistan",,"Huzaifa General Super Store||zakir Hussain","2",,,,,,"Shopping mall",,"X475+W92",,"5"
"30.9090889","74.1366611","W45P+JMM, Adda Road, Talwandi, Kasur, Punjab, Pakistan",,"Al Ghousia bartan store الغوثیہ برتن اینڈ کراکری سٹور","2",,,,,,"Shopping mall",,"W45P+JMM, Adda Road",,"5"
"31.045572","73.9964041","2XWW+6HC, Muqam Rd, Budhuk, Kasur, Punjab, Pakistan",,"Tara Bhatti Shopping Mall","1",,,,,,"Shopping mall",,"2XWW+6HC, Muqam Rd",,"5"
"30.8762827","74.0561366","Allah Abad, Lahore, Kasur Rd, Kasur, Punjab, Pakistan",,"Al Akbar Plaza الاکبر پلا زہ","12",,,,,,"Shopping mall",,"Allah Abad, Lahore, Kasur Rd",,"4.3"
"30.8831127","74.0558083","V3M4+68V, Unnamed Road, Gulshan e Iqbal Town, Allah Abad, Kasur, Punjab, Pakistan",,"Abdullah Super Store","13",,,,,,"Shopping mall",,"V3M4+68V, Unnamed Road",,"3.9"
"31.0501162","74.3036421","3823+2FR, سہاد روڈ, Todey Pur, Kasur, Punjab, Pakistan",,"Attari جنرل store","16",,,,,,"Shopping mall",,"3823+2FR, سہاد روڈ",,"4.4"
"30.8722536","74.0452123","V2CW+W34, Allah Abad, Kasur, Punjab, Pakistan",,"BISMILLAH PLAZA","1",,,,,,"Shopping mall",,"V2CW+W34",,"5"
"30.9045711","74.140365","W43R+R4H, Adda Road, Talwandi, Kasur, Punjab, Pakistan",,"rohan & ayyan gift center","1",,,,,,"Shopping mall",,"W43R+R4H, Adda Road",,"4"
"30.9093158","74.1338521","W45M+PGH, Talwandi, Kasur, Punjab, Pakistan",,"Foji Saeed Karyana Store","2",,,,,,"Shopping mall",,"W45M+PGH",,"3"
"30.900074","74.0330297","W22M+26C, Kot Sardar Lashkar Ali, Kasur, Punjab, Pakistan",,"Mian Numan Ali","3",,,,,,"Shopping mall",,"W22M+26C",,"4.3"
"30.9101446","74.0264774","W26G+3H5, Chunian Road, Allahabad, Kasur, Punjab, Pakistan",,"Master Super store","3",,,,,,"Shopping mall",,"W26G+3H5, Chunian Road",,"4.3"
"30.8860073","73.9807872","VXPJ+C83, Khokar Ashraf, Kasur, Punjab, Pakistan",,"Rai Atif General Store","1",,,,,,"Shopping mall",,"VXPJ+C83",,"5"
"30.8685822","74.0365907","V29P+CJP, Unnamed Road, Gehlan, Kasur, Punjab, Pakistan",,"Dr. Anas Zulfiqar Commercial Market","1",,,,,,"Outlet mall",,"V29P+CJP, Unnamed Road",,"5"
"30.8513116","73.9883521","VX2Q+G8H, Road, Arzanipur, Kasur, Punjab, Pakistan",,"Zain Computers","59",,,,,,"Shopping mall",,"VX2Q+G8H, Road",,"4.5"
"30.8492598","73.9885104","RXXQ+PC2, Arzanipur, Kasur, Punjab, Pakistan",,"Zain Computers Branch 2","17",,,,,,"Shopping mall",,"RXXQ+PC2",,"4.9"
"30.8840778","74.0499349","V2MX+JXM, Allahabad - Chunian Rd, Gulshan e Iqbal Town, Allah Abad, Kasur, Punjab, Pakistan",,"Ahmad Shahzad Super Store","7",,,,,,"Shopping mall",,"V2MX+JXM, Allahabad - Chunian Rd",,"4.7"
"30.9715229","73.9683861","change, manga Road, near Wapda office, Chunian, Kasur, Punjab, Pakistan",,"Grand shopping mall chunian","0",,,,,,"Shopping mall",,"change, manga Road, near Wapda office",,
"30.8704867","74.0492306","V2CX+5MX, Allah Abad, Kasur, Punjab, Pakistan",,"Ramzan son's super stor","1","1","0","0","0","0","Shopping mall",,"V2CX+5MX",,"5"
"30.8733775","74.0478443","V2FX+945, Depal Pur Rd, Allah Abad, Kasur, Punjab, Pakistan",,"TIMB","0",,,,,,"Shopping mall",,"V2FX+945, Depal Pur Rd",,
"30.8823799","74.0511592","V3J2+XF3, Gulshan e Iqbal Town, Allah Abad, Kasur, Punjab, Pakistan",,"Billa Shopping Mall","0",,,,,,"Clothing store",,"V3J2+XF3",,
"30.8723138","74.0455527","Ummepro Online Shopping Center bismillah Plaza Depalpur road Ellah Abad District Kasur Ellah Abad, 55230, Pakistan","55230","Ummepro Online Shopping Center","0",,,,,,"E-commerce service",,"Ummepro Online Shopping Center bismillah Plaza Depalpur road Ellah Abad District Kasur Ellah Abad",,
"31.113292","73.853648","Baherwal Kalan, Kasur, Punjab, Pakistan",,"M. Arfan Mehrar MINI SHOP","3",,,,,,"Shopping mall",,,,"3"
"31.0460853","73.9965344","2XWW+CJM, Bhagoke Arraian, Kasur, Punjab, Pakistan",,"Billa bhatti shopping mall","4",,,,,,"Shopping mall",,"2XWW+CJM",,"4.5"
"31.1727168","73.8173117","Rana Marked, Sarai Mughal, Kasur, Punjab, Pakistan",,"Al-Khair Lace Centre","3",,,,,,"Shopping mall",,"Rana Marked",,"5"
"31.0886184","73.8134664","3RQ7+C9W, Khudian Chak 41, Kasur, Punjab, Pakistan",,"Amanat Ali,s Shop","1",,,,,,"Shopping mall",,"3RQ7+C9W",,"5"
"31.4310861","74.2900513","6B College Road, near ameer chowk, PCSIR Staff Colony Block B PCSIR Staff Colony, Lahore, Punjab 54770, Pakistan","54770","Baba Boota","103",,,,,,"Shopping mall",,"6B College Road, near ameer chowk",,"4.7"
"31.433027","74.3045935","Shopeezee House, Sector D2 Sector D 2 Block 1 Green Town, Lahore, Punjab 54400, Pakistan","54400","Shopeezee.Pk","24",,,,,,"Shopping mall",,"Shopeezee House",,"4.8"
"31.4220099","74.3688737","garden, Yasir block, Lahore – Kasur Rd, Atari Saroba Nishter Colony, Lahore, Punjab 54000, Pakistan","54000","Shaheen gift centre","10",,,,,,"Shopping mall",,"garden, Yasir block, Lahore – Kasur Rd",,"4.3"
"31.4220522","74.351294","Time Square Market (TSM) Sherwani Town 18Km Ferozepuir Road, Sherwani Town Housing Scheme, Lahore, Punjab 54700, Pakistan","54700","Time Square Market","65",,,,,,"Shopping mall",,"Time Square Market (TSM) Sherwani Town 18Km Ferozepuir Road",,"4"
"31.4419269","74.3391643","C8RQ+QMF, Quaid e Millat Colony, Lahore, Punjab, Pakistan",,"Mehar Genral Store","30",,,,,,"Shopping mall",,"C8RQ+QMF",,"4.2"
"31.4210512","74.2956458","C7CW+C7C, Bagrian Lahore, Punjab, Pakistan",,"Punjab Store","2",,,,,,"Shopping mall",,"C7CW+C7C",,"5"
"31.4263461","74.2950617","C7GW+G2M, Bagrian Lahore, Punjab, Pakistan",,"Awan general store","5",,,,,,"Shopping mall",,"C7GW+G2M",,"4.8"
"31.4157992","74.3658843","C988+896, Rehmat Colony, Lahore, Punjab, Pakistan",,"Phool Store","9",,,,,,"Shopping mall",,"C988+896",,"4.7"
"31.4347007","74.3537004","60 Street Number 3, Saroba Garden Housing Scoiety, Lahore, Punjab, Pakistan",,"AZAD ShoppingMart","8",,,,,,"Shopping mall",,"60 Street Number 3",,"4.8"
"31.4314439","74.3707478","C9JC+H7H, Unnamed Road, Lahore, Punjab, Pakistan",,"Wali Kasuri super store","3",,,,,,"Shopping mall",,"C9JC+H7H, Unnamed Road",,"5"
"31.4072688","74.3720459","C94C+WR3, Khalik Nagar Khaliq Nagar Dullu Kalan, Lahore, Punjab, Pakistan",,"Umair Cosmatics","2",,,,,,"Shopping mall",,"C94C+WR3",,"5"
"31.4102621","74.3594569","20-km, Anam Road, Glaxo Town, Lahore, Punjab 54600, Pakistan","54600","One Dollar Shop","2",,,,,,"Shopping mall",,"20-km, Anam Road",,"5"
"31.4505833","74.3532819","METRO STATION # 21 CHUNGI AMAR SIDHU LAHORE, Service Road, Lahore 54760, Service Road, Gul Colony, Lahore, Punjab 54760, Pakistan","54760","Ahmad G Shopping Mall","19",,,,,,"Shopping mall",,"METRO STATION # 21 CHUNGI AMAR SIDHU LAHORE, Service Road, Lahore 54760, Service Road",,"4.7"
"31.3569562","74.179173","JP Tower Quaid Commercial Sector E, Azam Bhatti Avenue, Lahore, 53720, Pakistan","53720","JP Towers","10",,,,,,"Shopping mall",,"JP Tower Quaid Commercial Sector E, Azam Bhatti Avenue",,"4.5"
"31.1369845","73.9151228","4WP8+Q2X, Unnamed Road, Jamber, Kasur, Punjab, Pakistan",,"IMRAN GENERAL STORE","3","2","0","0","0","1","Shopping mall",,"4WP8+Q2X, Unnamed Road",,"4"
"31.1366873","73.9160705","Near Jamia Mosque Noor-Ullah Jamber، Khurd Tehsil، Pattoki, Kasur, 55250, Pakistan","55250","Shaheen Market","14","6","3","2","1","2","Shopping mall",,"Near Jamia Mosque Noor-Ullah Jamber، Khurd Tehsil",,"3.6"
"31.5069789","74.3530031","1st floor, 51-B, near Hussain Chowk, Block B3 Block B 3 Gulberg III, Lahore, Punjab 54000, Pakistan","54000","Al Fatah Exclusive Mall - Hussain Chowk","9683",,,,,,"Shopping mall",,"1st floor, 51-B, near Hussain Chowk",,"4.4"
"31.5511148","74.2828373","H72M+C4W, E Block Block C Gulshan-e-Ravi, Lahore, Punjab 54000, Pakistan","54000","The Kids Mall","26",,,,,,"Shopping mall",,"H72M+C4W",,"4.6"
"31.7106957","73.981374","PX6J+7GH, Civil Quarters Rd, Jinnah Park, Sheikhupura, Punjab, Pakistan",,"Kamal Shopping Mall","9",,,,,,"Shopping mall",,"PX6J+7GH, Civil Quarters Rd",,"4.3"
"31.6376415","74.2007252","J6Q2+375, Ferozewala, Sheikhupura, Punjab, Pakistan",,"Factory Outlet Mall","51",,,,,,"Shopping mall",,"J6Q2+375",,"4.1"
"31.3125725","74.2254431","Orchard, Orchard Mall Bahria, 4 Phase, Lahore, 54780, Pakistan","54780","Orchard Mall","205",,,,,,"Shopping mall",,"Orchard, Orchard Mall Bahria, 4 Phase",,"4.2"
"31.3948224","74.2556801","97V4+W7F, Sunrise Rd, Valancia Town, Lahore, Punjab, Block K 1 Valencia, Lahore, Punjab, Pakistan",,"Marhaba Valencia Mall","262",,,,,,"Shopping mall",,"97V4+W7F, Sunrise Rd, Valancia Town, Lahore, Punjab",,"3.8"
"31.3510299","74.2378244","1-A Jinnah Commercial Al-Kabir Town, Main Raiwind Rd, Phase 2 Lahore, Pakistan",,"The Skyline Mall & Residences","18",,,,,,"Shopping mall",,"1-A Jinnah Commercial Al-Kabir Town, Main Raiwind Rd",,"4.9"
"31.5188605","74.3517237","G992+GMX, MM Alam Rd, Block C1 Block T Gulberg, Lahore, Punjab, Pakistan",,"Blue Mall","699",,,,,,"Shopping mall",,"G992+GMX, MM Alam Rd",,"4.1"
"31.3135803","74.2273148","Raiwind Rd, Block G1 Phase 4 Bahria Orchard, Lahore, Punjab 54000, Pakistan","54000","Times Square Mall & Residencia","34",,,,,,"Condominium complex",,"Raiwind Rd",,"4.4"
"31.43778","74.2869545","Alnoor store, 106 Sutlej Ave, Block C2 Block C 1 Nespak Housing Scheme, Lahore, Punjab 54770, Pakistan","54770","ALnoor store","216","109","49","9","39","10","Shopping mall",,"Alnoor store, 106 Sutlej Ave",,"4.1"
"31.7030609","74.0796174","Chicho Ki Mallian, Sheikhupura, Punjab, Pakistan",,"MashAllah Cosmetic store","3","2","1","0","0","0","Shopping mall",,,,"4.7"
"31.7059063","74.1830028","Kot Pindi Das, Kot Pindi Dass, Sheikhupura, Punjab, Pakistan",,"Such Bahar","1","0","0","0","1","0","Shopping mall",,,,"3"
"31.7065051","74.1846747","P54M+JV3, Road, Kot Pindi Das, Kot Pindi Dass, Sheikhupura, Punjab, Pakistan",,"beauty bas cosmetic","1","0","1","0","0","0","Shopping mall",,"P54M+JV3, Road",,"4"
"31.7039846","74.1825694","P53M+H2W, Kot Pindi Dass Rd, Kot Pindi Das, Kot Pindi Dass, Sheikhupura, Punjab, Pakistan",,"Imran Karyana Store","0",,,,,,"Shopping mall",,"P53M+H2W, Kot Pindi Dass Rd",,
"31.6819597","74.0834047","26-km Lahore - Sheikhupura - Faisalabad Rd, Sheikhupura, Punjab, Pakistan",,"Kalyar Shopping Complex site","0",,,,,,"Shopping mall",,"26-km Lahore - Sheikhupura - Faisalabad Rd",,
"31.421933","74.3592953","C9C5+QPF, Nishter Colony Main Bazar, Salman Block Nishter Colony, Lahore, Punjab 54600, Pakistan","54600","Main bazar","48","27","12","1","6","2","Shopping mall",,"C9C5+QPF, Nishter Colony Main Bazar",,"4.3"
"31.4263295","74.2846957","114-A Society, College Road, Gul E Daman, Lahore, Punjab, Pakistan",,"ZamZama Plaza","56","30","16","5","5","0","Shopping mall",,"114-A Society, College Road",,"4.2"
"31.4212263","74.2766821","170/E College Road, Block E PGECHS 2, Lahore, Punjab, Pakistan",,"Bismillah Departmental Store","121","59","21","9","26","6","Shopping mall",,"170/E College Road",,"4"
"31.4211293","74.3673546","300، Hassan block, Nishter Colony, Lahore, Punjab, Pakistan",,"ABDUL MAJEED MUGHAL","50","31","3","3","7","6","Shopping mall",,"300، Hassan block",,"4.1"
"31.388149","74.2800567","97QJ+723, Sadhoki, Lahore, Punjab, Pakistan",,"SOFIA CENTER","49","26","7","5","9","2","Shopping mall",,"97QJ+723",,"4"
"31.4340606","74.2927208","92-5-CII, Township Block 5 Twp Sector C 2 Lahore, Punjab 54700, Pakistan","54700","Shopping Mania","3","3","0","0","0","0","Shopping mall",,"92-5-CII",,"5"
"31.4370866","74.2799032","Plot No. 192, Iqbal Avenue Cooperative Housing Society - Phase I Block D 1 Iqbal Avenue Housing Society, Lahore, Punjab, Pakistan",,"Al Fatah - Wapda Town","3769","2018","1067","125","446","113","Shopping mall",,"Plot No. 192",,"4.3"
"31.433011","74.3111617","319 Main Market Rd, Sector D2 Sector D 2 Block 5 Green Town, Lahore, Punjab, Pakistan",,"Rana Genral Store","61","41","6","2","7","5","Shopping mall",,"319 Main Market Rd",,"4.3"
"31.4108218","74.3636912","C967+8FG, Youhanabad, Lahore, Punjab 54600, Pakistan","54600","mix mart","1","1","0","0","0","0","Shopping mall",,"C967+8FG",,"5"
"31.4267502","74.353155","Plot 507, Shadab Garden, Lahore, Punjab, Pakistan",,"SD Mart","4","4","0","0","0","0","Shopping mall",,"Plot 507",,"5"
"31.4063523","74.3699712","C949+GXX, khaliq nagar, Dullu Kalan, Lahore, Punjab, Pakistan",,"Kasuri Super Store","15","10","1","2","1","1","Shopping mall",,"C949+GXX, khaliq nagar",,"4.1"
"31.4133709","74.359841","C975+8WW, Lahore – Kasur Rd, Youhanabad, Lahore, Punjab, Pakistan",,"Barki Plaza","22","14","3","1","2","2","Shopping mall",,"C975+8WW, Lahore – Kasur Rd",,"4.2"
"31.4217298","74.3607309","Nishter Colony Main Bazar, Salman Block Nishter Colony, Lahore, Punjab, Pakistan",,"One Dollar shop","44","28","9","1","5","1","Shopping mall",,"Nishter Colony Main Bazar",,"4.4"
"31.3412003","74.1512139","C, 199 Pearl Enclave, Facing Park, New Lahore City Rd, Lahore, 54000, Pakistan","54000","Sky Luxury height","23","20","1","2","0","0","Apartment building",,"C, 199 Pearl Enclave, Facing Park, New Lahore City Rd",,"4.6"
"31.3700625","74.2026875","Golf View Residencia, Phase 1 Bahria Town, Lahore, Punjab 53720, Pakistan","53720","ABS Mall & Residency","14","9","2","1","2","0","Condominium complex",,"Golf View Residencia",,"4.3"
"31.3572311","74.1869846","1 to 11 Quaid Commercial, Lilic Block Bahria Town, Lahore, Punjab, Pakistan",,"Jasmine Grand Mall","20","12","1","5","1","1","Shopping mall",,"1 to 11 Quaid Commercial",,"3.7"
"31.3621829","74.1893878","Plaza No 51, F/F, Quaid commercial Main Blvd, Rafi Block Bahria Town, Lahore, Punjab, Pakistan",,"Furnished Apartments","16","15","1","0","0","0","Real estate agency",,"Plaza No 51, F/F, Quaid commercial Main Blvd",,"4.9"
"31.3522845","74.2348347","Downtown Commercial, Al-Kabir town, phase 2 Raiwind Rd, Lahore, Punjab, Pakistan",,"Mall of Downtown","3","3","0","0","0","0","Shopping mall",,"Downtown Commercial, Al-Kabir town, phase 2 Raiwind Rd",,"5"
"31.3569692","74.1842357","54 park view(Eiffel tower) commercial, Quaid Block Violet Block Bahria Town, Lahore, Punjab 54000, Pakistan","54000","HF Arcadia MALL & Apartments","2","2","0","0","0","0","Shopping mall",,"54 park view(Eiffel tower) commercial",,"5"
"31.3788205","74.1675824","95H9+G2G, Canal Bank Rd, Aa Block Sector D Bahria Town, Lahore, Punjab, Pakistan",,"Crystal Plaza","25","18","3","0","3","1","Shopping mall",,"95H9+G2G, Canal Bank Rd",,"4.5"
"31.3580318","74.1844948","118 - 121 Nishtar commercial, near Eiffel Tower Road, Violet Block Bahria Town, Lahore, Punjab, Pakistan",,"Zubaida Heights","39","36","2","0","0","1","Shopping mall",,"118 - 121 Nishtar commercial, near Eiffel Tower Road",,"4.9"
"31.3663412","74.2312272","Adda Plot Roundabout, RAIWIND, Lahore, Punjab, Pakistan",,"RK SQUARE MALL","27","17","6","0","3","1","Shopping mall",,"Adda Plot Roundabout",,"4.4"
"31.3635202","74.1857143","43 St 2, Sector C Lavandus Block Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Sharif Tower","44","20","10","2","9","3","Shopping mall",,"43 St 2",,"4"
"31.3580868","74.1854056","E Violet Block Bahria Town, Lahore, Punjab 54000, Pakistan","54000","Kuwait Mall Bahria Town Lahore - Globe Estate","6","6","0","0","0","0","Real estate developer",,,,"5"
"31.3768765","74.1871747","Jasmine Mall، near talwar chowk, Lahore, 53720, Pakistan","53720","Ideas - Jasmine Mall Bahria Lahore","420","190","126","25","62","17","Clothing store",,"Jasmine Mall، near talwar chowk",,"4"
"31.355238","74.1839705","SQ 14 Eiffel Tower, Violet Block Bahria Town, Lahore, Punjab 53800, Pakistan","53800","SQ 14 Eiffel Tower","6","3","3","0","0","0","Shopping mall",,"SQ 14 Eiffel Tower",,"4.5"
"31.3581869","74.1832978","1C Nister Block, Bahria Town, Lahore, 54000, Pakistan","54000","SQ 99 Mall & Apartments","35","22","6","6","0","1","Shopping mall",,"1C Nister Block",,"4.1"
"31.3685644","74.2326187","FAROOQ CHOWK SUNDAR INDUSTRIAL estate gate No 1, DR RANA FAROOQ ROAD, Lahore, Pakistan",,"DR RANA MUHAMMAD FAROOQ CHOWK","14","4","3","3","2","2","Shopping mall",,"FAROOQ CHOWK SUNDAR INDUSTRIAL estate gate No 1, DR RANA FAROOQ ROAD",,"3.2"
"31.4213716","74.2955915","C7CW+G6W, Bagrian Lahore, Punjab, Pakistan",,"KHAN GENERAL STORE FEROZE PARK PH # 2","9","6","1","0","1","1","Shopping mall",,"C7CW+G6W",,"4.3"
"31.4184246","74.3615151","C996+9J6, Khayaban-e-Kareem, Lahore, Punjab, Pakistan",,"Al Aziz Atta Chakki","69","42","5","7","7","8","Shopping mall",,"C996+9J6",,"4"
"31.4379697","74.2918923","C7QR+5QJ, College Road, Township Block 1 Twp Sector C 2 Lahore, Punjab 54600, Pakistan","54600","Arora Centre","3","3","0","0","0","0","Shopping mall",,"C7QR+5QJ, College Road",,"5"
"31.4052058","74.3413919","Model House # 454, Block C, Zaamin City, Gajju Matah, Ferouzpur Road, Lahore, Punjab C, Lahore, 54000, Pakistan","54000","Lahore Se Lahore Takk","11","9","1","0","1","0","Shopping mall",,"Model House # 454, Block C, Zaamin City, Gajju Matah, Ferouzpur Road, Lahore, Punjab C",,"4.7"
"31.4292103","74.3697288","C9H9+MVQ, Atari Saroba Attari Saroba, Lahore, Punjab 54000, Pakistan","54000","SHOPPING ADDA","2","1","0","0","1","0","Shopping mall",,"C9H9+MVQ",,"4"
"31.4349131","74.3585412","C9M5+XC7, Awan Market, Lahore, Punjab, Pakistan",,"Naeem Cosmetics & Gift Centre","9","7","1","1","0","0","Shopping mall",,"C9M5+XC7",,"4.4"
"31.4400383","74.3395083","C8RQ+2R6, Race Club Rd, Gulshan E Ahbab Housing Society, Lahore, Punjab, Pakistan",,"Nice Bakers & General Store","20","13","0","4","3","0","Shopping mall",,"C8RQ+2R6, Race Club Rd",,"3.9"
"31.4336114","74.3631721","C9M7+C7V, Main Bazar Awan Market, Awan Market, Lahore, Punjab, Pakistan",,"Hafiz Brother's Store","2","1","1","0","0","0","Shopping mall",,"C9M7+C7V, Main Bazar Awan Market",,"4.5"
"31.4181913","74.2934565","C79V+79G, Bagrian Hakim Town, Lahore, Punjab, Pakistan",,"faisal pan shop","2","2","0","0","0","0","Shopping mall",,"C79V+79G",,"5"
"31.4234013","74.3574185","C9F4+9X7, Service Road, near Bank Of Punjab, Shadab Garden, Lahore, Punjab 54600, Pakistan","54600","Ali Centre","3","1","0","0","1","1","Shopping mall",,"C9F4+9X7, Service Road, near Bank Of Punjab",,"3.3"
"31.4416964","74.2974368","133-2-C2, Township Block 2 Twp Sector C 2 Lahore, Punjab 54000, Pakistan","54000","Ali store","21","10","5","1","5","0","Shopping mall",,"133-2-C2",,"4.1"
