"reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","categoryName","location/lat","location/lng","totalScore","street","price","address","postalCode","title","reviewsCount"
"1","0","0","0","0","School","31.2474904","74.2078348","5",,,"Raiwind, Kasur, Punjab, Pakistan",,"The smart kids school","1"
"1","1","0","0","0","School","31.2456245","74.2134149","4.5","Ali Raza, Raiwind Rd",,"Ali Raza, Raiwind Rd, Lahore, Kasur, Punjab, Pakistan",,"Unique School","2"
"2","0","1","0","0","Educational institution","31.2363707","74.2341123","3.7","Haveli Tallian wali bypass furniture market, kasur road",,"Haveli Tallian wali bypass furniture market, kasur road, raiwind, Raja Jang, Kasur, Punjab 55051, Pakistan","55051","Shah institutions High School","3"
"1","1","0","0","0","School","31.2355783","74.2254976","4.5","66PG+65Q IMS",,"66PG+65Q IMS, Mohalla Islamabad Raiwind, Lahore, Punjab, Pakistan",,"ISLAMIA MODEL HIGH SCHOOL","2"
"1","0","0","0","0","School","31.2617024","74.1812259","5","756J+MFQ",,"756J+MFQ, Khara Khu Raiwind, Kasur, Punjab, Pakistan",,"School","1"
"1","0","0","0","0","School","31.2568294","74.2179868","5","near norani mosque",,"near norani mosque, Raiwind, Lahore, Punjab, Pakistan",,"Yaqoob model school","1"
"2","0","0","0","0","School","31.2381875","74.2118125","5",,,"Mission Colony Raiwind, Kasur, Punjab, Pakistan",,"St. Mary School","2"
"4","2","0","0","1","School","31.2549177","74.207839","4.3","7635+X48",,"7635+X48, Raiwind, Kasur, Punjab, Pakistan",,"Khadija Tul Kubra School (Boys Campus)","7"
"2","0","1","0","0","Government school","31.2256341","74.2009712","3.7","66G2+795",,"66G2+795, Raiwind, Lahore, Punjab, Pakistan",,"Govt girls elementary school","3"
,,,,,"Elementary school","31.2450495","74.2529779",,"67W3+259",,"67W3+259, Raja Jang, Kasur, Punjab, Pakistan",,"Government girls primary school","0"
"4","0","2","0","0","School","31.2586294","74.2263209","3.7","765G+FG4",,"765G+FG4, Raiwind, Lahore, Punjab, Pakistan",,"Ask school andAcadmy","6"
"2","0","0","1","0","School","31.7252162","73.5773099","4.3","PHGG+3WM",,"PHGG+3WM, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"ASAS School Girls Campus","3"
"1","0","1","0","0","School","31.7268026","73.5752041","3","PHGG+P3G",,"PHGG+P3G, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"Faran Leadership School Safdarabad","2"
"2","0","0","0","0","Religious school","31.6797023","73.6129384","5","MJH7+V5P",,"MJH7+V5P, Pakka Dalla, Sheikhupura, Punjab, Pakistan",,"درگاہ سید غلام غوث گیلانی","2"
,,,,,"Elementary school","31.6958792","73.6356554",,"MJWP+972",,"MJWP+972, Ellanwali Kadyal, Nankana Sahib, Punjab, Pakistan",,"Govt girls primary school illawali kadyal","0"
"3","0","0","0","0","School","31.6824023","73.6143499","5","MJJ7+XP9, Unnamed Road",,"MJJ7+XP9, Unnamed Road, Pakka Dalla, Nankana Sahib, Punjab, Pakistan",,"Government Boys Primary school Pakka Dalla","3"
,,,,,"Primary school","31.6935373","73.5738596",,,,"Bairwala Chak 34 R.B, Nankana Sahib, Punjab, Pakistan",,"Govt. Boys Primary School","0"
"1","0","0","0","0","School","31.7278131","73.5776441","5","Khangah, Dogran Road",,"Khangah, Dogran Road, Safdarabad, Nankana Sahib, Punjab 39540, Pakistan","39540","The Knowledge School & College SAFDARABAD","1"
,,,,,"School","31.7000704","73.5777719",,"PH2H+24C",,"PH2H+24C, Nawan Pind, Nankana Sahib, Punjab, Pakistan",,"Salman Public school","0"
"0","1","0","0","0","School","31.7304621","73.5779351","4","Khanqah Dogran Rd",,"Khanqah Dogran Rd, Ward Number 8 Nankana, Nankana Sahib, Punjab 39540, Pakistan","39540","Minhaj-ul-Quran Model Secondary School","1"
,,,,,"School","30.7848373","74.1907751","5","Q5MR+W8J",,"Q5MR+W8J, Mokal, Kasur, Punjab, Pakistan",,"THE AXIS PUBLIC SCHOOL LADHASING MOKAL","1"
,,,,,"School","31.680864","73.6267524",,"MJJG+F98",,"MJJG+F98, Wayan Wali, Nankana Sahib, Punjab, Pakistan",,"Govt Girl elementary school wayan wali","0"
,,,,,"Primary school","30.7907767","74.2006342","5","Q6R2+876",,"Q6R2+876, Dhonwali, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","1"
"3","0","0","0","0","Government school","31.7252433","73.5351114","5","PGGP+32X, Street No 1",,"PGGP+32X, Street No 1, Abdullahpur Kollar, Nankana Sahib, Punjab, Pakistan",,"Govt Girls High School Abdullah Pur Kollar","3"
,,,,,"Boys' high school","30.7828628","74.1876332","3.5","Q5MQ+43R, Banbawali-Ravi Bedian Canal Rd, Mokal, Kanganpur",,"Q5MQ+43R, Banbawali-Ravi Bedian Canal Rd, Mokal, Kanganpur, Kasur, 55000, Pakistan","55000","Govt High School","2"
,,,,,"Primary school","31.7267393","73.5758659",,"PHGG+PC2, Lalanwala Abdullahpur Bypas Road",,"PHGG+PC2, Lalanwala Abdullahpur Bypas Road, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"Govt. Non Formal Primary School","0"
,,,,,"School","30.7835935","74.1870348","5","Mokal Rd",,"Mokal Rd, Kanganpur, Kasur, Punjab 55000, Pakistan","55000","The Great Nation School Mokal","10"
,,,,,"School","31.7265662","73.5763179",,"PHGG+JGG Boutter Market",,"PHGG+JGG Boutter Market, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"The Bright School Umar Campus","0"
"1","0","0","0","0","School","31.7293751","73.5771386","5","PHHG+QV2 Master Adrees Wali Gali",,"PHHG+QV2 Master Adrees Wali Gali, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"NIMS (Noble Institute of Modern Studies)","1"
,,,,,"Elementary school","30.7842556","74.1808219","4","Q5MJ+P84",,"Q5MJ+P84, Mokal, Kasur, Punjab, Pakistan",,"Bhangoo wala","1"
,,,,,"Primary school","30.7926796","74.1641748","5","Q5V7+3MF",,"Q5V7+3MF, Basti Qatb Shah, Kasur, Punjab, Pakistan",,"Ali jan Networketwork","8"
,,,,,"Primary school","30.7716054","74.1646135","5","Q5C7+JRX",,"Q5C7+JRX, Kona, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","1"
,,,,,"School","31.7251662","73.5782724",,"PHGH+386",,"PHGH+386, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"Widom Inn Public School","0"
,,,,,"Middle school","30.7813814","74.164644","5",,,"Mehar Chand Wala, Kasur, Punjab, Pakistan",,"Govt Elementary School Mehar Chand wala (Boys)","4"
,,,,,"Middle school","30.8001042","74.1403994","4","R42R+25R",,"R42R+25R, Sham Kot Kuhna, Kasur, Punjab, Pakistan",,"Govt Girls Elementary School","1"
,,,,,"School","30.7835773","74.1891208","5","Q5MQ+CJQ, Unnamed Road",,"Q5MQ+CJQ, Unnamed Road, Mokal, Kasur, Punjab, Pakistan",,"Qaim Model Girl High School Mokal","3"
,,,,,"School","31.7269027","73.5324525",,"PGGJ+QX8, THATHA",,"PGGJ+QX8, THATHA, QUNDAR, Nankana Sahib, Punjab, Pakistan",,"Government Girls Primary School","0"
,,,,,"School","31.7268636","73.5343816",,"PGGM+PQR",,"PGGM+PQR, Abdullahpur Kollar, Nankana Sahib, Punjab, Pakistan",,"Ghazali school","0"
"1","0","0","1","0","School","31.2498601","74.2146902","4","66X7+WVW, Cinema Rd",,"66X7+WVW, Cinema Rd, Railway Colony Raiwind, Kasur, Punjab, Pakistan",,"Al fajar school system","2"
"2","0","0","0","0","School","31.7257956","73.5767685","5","Main khanqa road, near Punjab bank",,"Main khanqa road, near Punjab bank, Safdarabad, Sheikhupura, Punjab 39540, Pakistan","39540","Tariq Child care Safdarabad","2"
,,,,,"School","31.2429086","74.1758654",,"Seor Road",,"Seor Road, sialkot, Kasur, Punjab 51410, Pakistan","51410","Dar e Arqam Schools bhagowal","0"
,,,,,"School","31.714847","73.6231965",,"PJ7F+W7P",,"PJ7F+W7P, Deourhi, Nankana Sahib, Punjab, Pakistan",,"GES.Deouri.School","0"
"4","1","1","0","0","School","31.2207422","74.1709821","4.2","65CC+79X نزد پرانا مندر",,"65CC+79X نزد پرانا مندر, Bkm Society Raiwind, Bhuchoke mahjha, Kasur, Punjab, Pakistan",,"Government Boys High School","6"
,,,,,"School","31.7255734","73.5770801",,"PHGG+6RG, Madni myhallah",,"PHGG+6RG, Madni myhallah, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"Ghazali School Safdarabad","0"
"2","0","0","0","0","Education center","31.263129","74.2254205","5","MAQBOOL TOWN, Raiwind Rd, near KHARA CHOK",,"MAQBOOL TOWN, Raiwind Rd, near KHARA CHOK, Raiwind, Lahore, Punjab 56400, Pakistan","56400","AL-FAZAL SCHOOL & ACADEMY (COMPUTER COURES)","2"
"1","0","0","0","0","School","31.2511191","74.1853091","5","752P+C4V, Unnamed Road",,"752P+C4V, Unnamed Road, Raiwind, Kasur, Punjab, Pakistan",,"Sunny public school","1"
"1","0","0","0","0","School","31.2456756","74.2100863","5","66W6+72G, Manga - Raiwind Road",,"66W6+72G, Manga - Raiwind Road, Mohalla Ghauspura Raiwind, Kasur, Punjab, Pakistan",,"Arif modle high school","1"
"4","0","0","0","0","School","31.2429958","74.2271333","5","66VG+5VR",,"66VG+5VR, Basti Aminpura Raiwind, Kasur, Punjab, Pakistan",,"Gov Middle School Basti Amen Pura","4"
"4","0","0","0","0","School","31.2669622","74.2499653","5","Raiwind",,"Raiwind, Jodhu Dheer, Lahore, Kasur, Punjab 55150, Pakistan","55150","Al-Rehman Model High School Jodhu Dheer","4"
"1","0","0","0","0","Elementary school","31.2519506","74.1867712","5","753P+2M9, Manga - Raiwind Road",,"753P+2M9, Manga - Raiwind Road, Raiwind, Kasur, Punjab, Pakistan",,"Govt. Girls Primary School","1"
"1","1","0","0","0","School","31.2248621","74.1673944","4.5",,,"Bkm Society Raiwind, Bhuchoke mahjha, Kasur, Punjab, Pakistan",,"Jinnah Ideal High School for Boys","2"
,,,,,"School","31.2633032","74.2214037",,"767C+8HC",,"767C+8HC, Raiwind, Lahore, Punjab, Pakistan",,"The Ambitious School","0"
"3","0","0","0","0","Boys' high school","31.2662125","74.1530469","5","7583+F6M",,"7583+F6M, Wara Kumharan, Kasur, Punjab, Pakistan",,"Government high School Wara Kamharan","3"
"3","0","0","1","0","Primary school","31.2521859","74.1497754","4.5","742X+VWC",,"742X+VWC, Chak 65, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","4"
"1","0","0","0","0","Primary school","31.221602","74.2238685","5","66CF+JGX",,"66CF+JGX, Gathianwali, Gathian Wali, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","1"
,,,,,"School","31.2628642","74.2170754",,"Tameer-e-Seerat College, road Rohi Nala Bypass",,"Tameer-e-Seerat College, road Rohi Nala Bypass, Raiwind, Lahore, Punjab, Pakistan",,"Hidaya Schools","0"
"1","0","0","0","0","Primary school","31.2385545","74.2367218","5","66QP+CMH",,"66QP+CMH, Raiwind, Kasur, Punjab, Pakistan",,"Govt Girls Primary School, TALIAN WALI","1"
"11","0","0","1","1","High school","31.2228225","74.2519984","4.6","67F2+4QH",,"67F2+4QH, Raja Jang, Kasur, Punjab, Pakistan",,"Govt Girls Higher Secondary school Raja jung","13"
"2","1","0","0","0","High school","31.2649625","74.1553434","4.7","7574+X4P",,"7574+X4P, Wara Kumharan, Raiwind, Kasur, Punjab, Pakistan",,"Faizan school system Wara kumharan","3"
"2","0","0","0","0","School","31.2514112","74.2220385","5","762C+HR7, Railway Station Rd",,"762C+HR7, Railway Station Rd, Raiwind, Kasur, Punjab 39350, Pakistan","39350","M.A.S Academy","2"
"2","0","0","1","0","School","31.2223093","74.1681889","4.3","65C9+W7G, Unnamed Rd",,"65C9+W7G, Unnamed Rd, Bkm Society Raiwind, Bhuchoke mahjha, Kasur, Punjab, Pakistan",,"Khan Muhammad Memorial School","3"
,,,,,"Primary school","30.7851466","74.2113748",,"Q6P6+3G5",,"Q6P6+3G5, Shamewali, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
,,,,,"Primary school","30.765241","74.153297",,"Q583+38V",,"Q583+38V, Mahmud Khokhar, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
,,,,,"Preschool","31.2465063","74.2123167",,"66W6+JW",,"66W6+JW, Raiwind, Kasur, Punjab, Pakistan",,"Joseph School Without Walls (JSWW)","0"
"6","0","0","2","0","High school","31.2471154","74.2179971","4.5","66W9+R5X",,"66W9+R5X, Raiwind, Lahore, Punjab, Pakistan",,"GGHS, Mandi Raiwind","8"
,,,,,"Combined primary and secondary school","31.2490097","74.2134246",,"66X7+J93 Sunder, Dubai Muhalla Cinema Road, Road",,"66X7+J93 Sunder, Dubai Muhalla Cinema Road, Road, Raiwind, 55150, Pakistan","55150","Hasnain Grammar School","0"
"3","0","1","0","0","Primary school","31.2476048","74.224291","4","66XF+2PV, Railway Qabarastan Amin Pura Road# 2",,"66XF+2PV, Railway Qabarastan Amin Pura Road# 2, Basti Amin Pura Basti Aminpura Raiwind, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","4"
"0","1","0","0","0","School","31.2517748","74.2194781","4","7629+PQ5",,"7629+PQ5, Railway Colony Raiwind, Lahore, Punjab, Pakistan",,"Govt Girls Middle School Sarwar Hayat Colony","1"
,,,,,"School","31.2512381","74.1936526",,"Manga - Raiwind Road, opp. Makkah Garden",,"Manga - Raiwind Road, opp. Makkah Garden, Lahore, Kasur, Punjab 54000, Pakistan","54000","Al Habib School System","0"
"1","0","1","0","0","School","31.2616277","74.2196128","3","opposite jamia masjid Hussain, near Nadra Office",,"opposite jamia masjid Hussain, near Nadra Office, Hussain Colony Raiwind, Lahore, Punjab, Pakistan",,"Tabeer School System","2"
"2","0","0","0","0","Primary school","31.2216541","74.2238933","5","66CF+MH6",,"66CF+MH6, Gathianwali, Gathian Wali, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","2"
,,,,,"Education center","31.2534118","74.2145961",,"Rana Tajj Scheme GULBARG",,"Rana Tajj Scheme GULBARG, TOWN, Raiwind, 55150, Pakistan","55150","NEST SCHOOL AL_MADINA CAMPUS","0"
"1","0","1","0","0","School","31.2375898","74.2052796","3","66Q4+24J, Pattoki - Raiwind Rd",,"66Q4+24J, Pattoki - Raiwind Rd, Raiwind, Kasur, Punjab, Pakistan",,"The one school","2"
"0","0","1","1","0","School","31.2206872","74.168035","2",,,"Bkm Society Raiwind, Kasur, Punjab, Pakistan",,"Laibeeak Education Foundation","2"
"3","0","0","0","0","Boys' high school","31.2572347","74.2381529","5","764Q+V7R, Lalyani Rd, Jalalpura, Raiwind, Punjab",,"764Q+V7R, Lalyani Rd, Jalalpura, Raiwind, Punjab, Jalal Pura, Kasur, Punjab, Pakistan",,"Government High School","3"
"10","1","0","0","0","Technical school","31.2370625","74.2118125","4.9","66P6+RPG",,"66P6+RPG, Mission Colony Raiwind, Kasur, Punjab, Pakistan",,"Christian Technichal Training Institute, Raiwind","11"
"1","2","0","0","0","School","31.2253984","74.1975486","4.3","65GX+523",,"65GX+523, Raiwind, Kasur, Punjab, Pakistan",,"Govt Girls High School, Babliana Ottar","3"
"10","3","2","1","2","School","31.2501678","74.2178017","3.9","House No.1, near Ali Bublic High School",,"House No.1, near Ali Bublic High School, Railway Colony Raiwind, Kasur, Punjab, Pakistan",,"Ali Public High School","18"
"0","1","0","0","0","Elementary school","31.2440194","74.2020839","4","66V2+JR4",,"66V2+JR4, Raiwind, Kasur, Punjab, Pakistan",,"GPS Mazar Baba Rehmat Shah","1"
,,,,,"School","31.2593876","74.1719682",,"755C+QQ4، chandra",,"755C+QQ4، chandra, Raiwind, Pakistan",,"Govt.high School Luna,jhelum,punjab","0"
,,,,,"School","31.2210246","74.2551772",,"67C4+C33",,"67C4+C33, Raja Jang, Kasur, Punjab, Pakistan",,"Master Q English School","0"
"0","0","0","1","0","Primary school","31.2511675","74.1522773","3","7522+FW6, Unnamed Road",,"7522+FW6, Unnamed Road, Chak 65, Kasur, Punjab, Pakistan",,"Govt Boys Model Primary School","1"
,,,,,"Middle school","31.2329027","74.1956074",,"65MW+569, Near Railway Phatak Mahmood Nagar Babaliyana",,"65MW+569, Near Railway Phatak Mahmood Nagar Babaliyana, Raiwind, Kasur, Punjab, Pakistan",,"الروزدار پبلک ہاٸی سکول وکالج","0"
,,,,,"Primary school","30.7605359","74.2057301",,"Q664+679",,"Q664+679, Basti Chimianwali, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","0"
,,,,,"Primary school","30.7839241","74.1813251",,"Q5MJ+HG8",,"Q5MJ+HG8, Mokal, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
,,,,,"Primary school","31.7255734","73.5770801",,"PHGG+6RG Dhaba, Kala",,"PHGG+6RG Dhaba, Kala, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"Kamran karyana","0"
,,,,,"School","31.7255734","73.5770801",,"PHGG+6RG, Girls degree road",,"PHGG+6RG, Girls degree road, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"Efa school waqas campus","0"
,,,,,"Primary school","30.7637982","74.1548809",,"Q573+GX6",,"Q573+GX6, Mahmud Khokhar, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","0"
,,,,,"Primary school","30.7699615","74.1719306",,"Q59C+XQM",,"Q59C+XQM, Chahal Nau, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
,,,,,"School","31.7255734","73.5770801",,"ward no 8 kashmiri mohallah sir maqsood street",,"ward no 8 kashmiri mohallah sir maqsood street, Safdarabad, Sheikhupura, Punjab, Pakistan",,"Minhaj Academy","0"
,,,,,"Primary school","30.7909825","74.1655725",,"Q5R8+96W",,"Q5R8+96W, Basti Qatb Shah, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","0"
,,,,,"School","31.7135478","73.6211495",,"PJ7C+CF6",,"PJ7C+CF6, Deourhi, Nankana Sahib, Punjab, Pakistan",,"Government boyes middle school","0"
,,,,,"Primary school","30.7839828","74.1502148",,"Q5M2+H3W",,"Q5M2+H3W, Kals Nau, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","0"
,,,,,"School","31.7264851","73.5760387",,"PHGG+HCV",,"PHGG+HCV, Safdarabad, Sheikhupura, Punjab, Pakistan",,"The Punjab Community Model School & College","0"
,,,,,"School","31.7190626","73.6220277",,"Mahnianwala chak no.14/RB TEHSIL",,"Mahnianwala chak no.14/RB TEHSIL, Safdarabad, Sheikhupura, Punjab, Pakistan",,"Government Middle School for Girls mahnianwala chak no. 14/RB","0"
,,,,,"Primary school","30.7683378","74.1823121",,"Q59J+8WM Qasim Shah Wala, Banbawali-Ravi Bedian Canal Rd",,"Q59J+8WM Qasim Shah Wala, Banbawali-Ravi Bedian Canal Rd, Kanganpur, Kasur, Punjab 55000, Pakistan","55000","Govt Girls Primary School","0"
,,,,,"Primary school","30.7896983","74.2302533",,"Q6QJ+V4C",,"Q6QJ+V4C, Kot Sundar Singh, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
,,,,,"School","31.7307907","73.5741735",,"PHJF+8MG, Railway Rd",,"PHJF+8MG, Railway Rd, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"Govt. Girls High School","0"
"1","0","0","0","0","School","30.7997583","74.2125063","5","Q6X7+W22, Unnamed Road",,"Q6X7+W22, Unnamed Road, Dhangianwali, Kasur, Punjab, Pakistan",,"Al-Qalam Public High School,Basti Dhingian Wali","1"
,,,,,"School","31.7277987","73.5359452",,"PGHP+498, Dhaban Lalanwala Road",,"PGHP+498, Dhaban Lalanwala Road, Abdullahpur Kollar, Nankana Sahib, Punjab, Pakistan",,"مدرسہ عبداللہ پور کو لر","0"
,,,,,"Primary school","30.7981975","74.2469836",,"Q6XW+7QH",,"Q6XW+7QH, Shere Wala, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys), BASTI KAMAL DIN","0"
,,,,,"Educational institution","31.7280758","73.5773895",,"Shafique Nagar, Police Station, Street Old",,"Shafique Nagar, Police Station, Street Old, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"SR.Bloomfield International School","0"
,,,,,"School","30.7849963","74.1496192",,"Q4MX+XRX",,"Q4MX+XRX, Kals Nau, Kasur, Punjab, Pakistan",,"Govt primary school","0"
,,,,,"School","31.7295746","73.5291865",,"PGHH+RMF",,"PGHH+RMF, Ali Akbarabad, Nankana Sahib, Punjab, Pakistan",,"Brookfield Academy","0"
"0","0","1","0","0","Primary school","30.7944647","74.224921","1","Q6VF+QX",,"Q6VF+QX, Kot Sundar Singh, Kasur, Punjab, Pakistan",,"Busti nehar","1"
,,,,,"Primary school","30.7656875","74.1713125",,"Basti kotha Ahmad shah tehsil and Q58C+7GF Basti kotha Ahmad shah Bahwangar Pakistan",,"Basti kotha Ahmad shah tehsil and Q58C+7GF Basti kotha Ahmad shah Bahwangar Pakistan, Pakistan",,"GPS KAMAL MUHAMMAD BASTI","0"
"0","0","0","2","0","Elementary school","31.681246","73.6258462","3","MJJG+F84",,"MJJG+F84, Wayan Wali, Nankana Sahib, Punjab 39540, Pakistan","39540","Abdul Ghafoor Range officer wayan wali","2"
,,,,,"School","30.7517291","74.1424522",,"Q42V+M2",,"Q42V+M2, Kanganpur, Kasur, Punjab, Pakistan",,"GGMCS QaziWala","0"
,,,,,"High school","31.7000704","73.5777719",,"PH2H+24C",,"PH2H+24C, Nawan Pind, Nankana Sahib, Punjab, Pakistan",,"Govt Usmaniya Islamiya High School","0"
,,,,,"School","31.7184031","73.5765001",,"PH9G+9J6",,"PH9G+9J6, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"EDIFY SCIENCE MODEL HIGH SCHOOL SAFDARABAD","0"
,,,,,"School","31.2175097","74.2051189",,"6694+225, Kasur - Raiwind Road",,"6694+225, Kasur - Raiwind Road, Raiwind, Bhamba Kalaan, Kasur, Punjab, Pakistan",,"The Edu Heaven School System","0"
,,,,,"School","31.7299241","73.5785523",,"PHHH+XC7",,"PHHH+XC7, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"Police Station","0"
,,,,,"School","31.2467787","74.1663769",,"Al-rehman chowk, main Pattoki - Raiwind Rd",,"Al-rehman chowk, main Pattoki - Raiwind Rd, Pakistan",,"Maarif inter school maths olympaid","0"
,,,,,"School","31.7255734","73.5770801",,"abad, Safdarabad, 2, Za, 2336 safdar",,"abad, Safdarabad, 2, Za, 2336 safdar, Rawalpindi, 46000, Pakistan","46000","Govt girls high school safdarabad pirwdhai Rawalpindi","0"
,,,,,"High school","31.2448759","74.213717",,"66V7+XF4",,"66V7+XF4, Raiwind, Lahore, Punjab, Pakistan",,"Shaheen School suwa asil lahore","0"
,,,,,"School","31.6982654","73.6202387",,"Mandiala Chak 20",,"Mandiala Chak 20, Nankana Sahib, Punjab, Pakistan",,"Government Girls High School","0"
"0","1","1","0","0","School","31.2398304","74.2215033","2.5","66QC+WJJ, Road",,"66QC+WJJ, Road, Mohalla Islamabad Raiwind, Kasur, Punjab, Pakistan",,"The Spirit School","2"
,,,,,"College","31.7305089","73.5758425",,"PHJG+684",,"PHJG+684, Safdarabad, Sheikhupura, Punjab, Pakistan",,"al-noor islamia school and college","0"
,,,,,"Elementary school","31.2192586","74.2534976",,,,"Raja Jang, Kasur, Punjab, Pakistan",,"Al-Farooq Grammar school Raja Jang","0"
,,,,,"School","31.7272135","73.5325633",,"PGGM+V2P",,"PGGM+V2P, Abdullahpur Kollar, Nankana Sahib, Punjab, Pakistan",,"Madni Masque","0"
,,,,,"Education center","31.2571639","74.2227015",,"Sundar Raiwind Rd",,"Sundar Raiwind Rd, Raiwind, Lahore, Punjab 55150, Pakistan","55150","Joseph School Without Walls","0"
,,,,,"School","31.7149453","73.6232691",,"PJ7F+X8C",,"PJ7F+X8C, Deourhi, Nankana Sahib, Punjab, Pakistan",,"Masjad","0"
,,,,,"School","31.2514405","74.2205228",,"762C+H6C",,"762C+H6C, Railway Colony Raiwind, Lahore, Punjab, Pakistan",,"Morning Bell Foundation School","0"
,,,,,"School","31.7017709","73.6173718",,"PJ28+PW5",,"PJ28+PW5, Madiala, Nankana Sahib, Punjab, Pakistan",,"Minhaj ul Quran","0"
,,,,,"High school","31.2504942","74.2205898",,"762C+955, Raiwind Rd",,"762C+955, Raiwind Rd, Raiwind, Kasur, Punjab, Pakistan",,"Shaheen School Raiwind Campus","0"
,,,,,"School","31.233513","74.2425944",,"66MV+C25, Kasur - Raiwind Rd",,"66MV+C25, Kasur - Raiwind Rd, Kasur, Punjab, Pakistan",,"The Educaters School Alkafayat Campus","0"
,,,,,"Charter school","31.2213599","74.2518865",,"67C2+GQR",,"67C2+GQR, Raja Jang, Kasur, Punjab, Pakistan",,"Mushtaq Nagi Academy","0"
,,,,,"School","31.2448759","74.213717",,"66V7+XF4",,"66V7+XF4, Makko wali jhalar, Raiwind, Kasur, Punjab, Pakistan",,"Al Takbeer public school","0"
,,,,,"School","31.2266843","74.233839",,"66GM+MGG, Beron Raja J",,"66GM+MGG, Beron Raja J, Raiwind, Kasur, Punjab, Pakistan",,"Dar arqam school","0"
,,,,,"School","31.2317176","74.211447",,"Muslim clony",,"Muslim clony, Mission Colony Raiwind, Lahore, Punjab, Pakistan",,"New Jinnah Public school Muslim clony Raiwind Lahore","0"
,,,,,"School","31.2209575","74.2541566",,"67C3+9MM",,"67C3+9MM, Raja Jang, Kasur, Punjab, Pakistan",,"Tabinda Public School","0"
"0","1","1","0","0","School","31.2483925","74.151679","2.5","65X2+9M3, Unnamed Road",,"65X2+9M3, Unnamed Road, Chak 65, Raiwind, Kasur, Punjab, Pakistan",,"Amazing Grace Primary School Chak 65","2"
,,,,,"School","31.2596373","74.2146309",,"7657+VV2, Raiwind Bypass",,"7657+VV2, Raiwind Bypass, Raiwind, Kasur, Punjab, Pakistan",,"Government Boys Hight School","0"
"0","0","0","0","1","School","31.2473003","74.2135098","2","Sundar Raiwind Rd",,"Sundar Raiwind Rd, Raiwind, Kasur, Punjab, Pakistan",,"Khadija Tul Kubra School Girls Campus","1"
,,,,,"School","31.2272523","74.205158",,"66G4+W33",,"66G4+W33, Babliana Ottar, Raiwind, Kasur, Punjab, Pakistan",,"The English School","0"
"2","0","3","0","0","School","31.2209604","74.1703391","2.6","65CC+94P نزد بوائز ہائی سکول",,"65CC+94P نزد بوائز ہائی سکول, Bkm Society Raiwind, Bhuchoke mahjha, Kasur, Punjab, Pakistan",,"Government Girls High School","5"
,,,,,"School","31.2526686","74.2210737",,"763C+3C8",,"763C+3C8, Railway Colony Raiwind, Kasur, Punjab, Pakistan",,"UMM School","0"
,,,,,"School","31.2392701","74.1933508",,"65QV+P85 Village Noor Muhammad",,"65QV+P85 Village Noor Muhammad, Raiwind, Kasur, Punjab, Pakistan",,"Govt Primery School Baroon Babliana","0"
,,,,,"School","31.249131","74.2199672",,"Jawa jump, Raiwind Rd",,"Jawa jump, Raiwind Rd, Raiwind, Kasur, Punjab 55150, Pakistan","55150","Abdullah School","0"
,,,,,"Educational institution","31.2633166","74.1388542",,"747Q+8GH, Opposit Makkah Garden, Manga - Raiwind Road",,"747Q+8GH, Opposit Makkah Garden, Manga - Raiwind Road, Raiwind, Kasur, Punjab, Pakistan",,"NKRL School","0"
,,,,,"High school","31.2457305","74.2090911",,"shell pump old irm model school, Manga - Raiwind Road",,"shell pump old irm model school, Manga - Raiwind Road, Rehmat Shah Colony Mohalla Ghauspura Raiwind, Kasur, Punjab, Pakistan",,"Rising Star Educational Complex","0"
