"title","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price","categoryName","location/lat","location/lng","totalScore","postalCode","address"
"Zulfiqar Hair Salon","1",,,,,,"VHQ3+9XC, Mandhiali",,"Hair salon","31.8884381","74.5548851","5",,"VHQ3+9XC, Mandhiali, Mandiali, Sheikhupura, Punjab, Pakistan"
"A.one salon and skin care branch narang Panjab Pakistan","0",,,,,,"Rail Bazar",,"Beauty salon","31.9038818","74.5139803",,,"Rail Bazar, Narang Mandi, Sheikhupura, Punjab, Pakistan"
"Anwar's Queen Beauty Saloon","6","3","1","0","1","1","4FJ3+PJQ",,"Beauty salon","31.1318401","74.4540955","4",,"4FJ3+PJQ, Kasur, Punjab, Pakistan"
"Hollywood Beauty Parlour","4","4","0","0","0","0","4C8W+JF9",,"Beauty salon","31.1165432","74.4462243","5",,"4C8W+JF9, Kot Usman Khan Kasur, Punjab, Pakistan"
"Hafsa beauty parlour","1","1","0","0","0","0","4FC3+4HX",,"Beauty salon","31.1205296","74.4543014","5","55050","4FC3+4HX, Tariq Colony Kasur, Punjab 55050, Pakistan"
"BILAL SALOON","0",,,,,,,,"Hair salon","31.9013443","74.5171098",,"54660","Mohalla Muhammad Pora, Narang Mandi, Sheikhupura, Punjab 54660, Pakistan"
"Ali Ahmad Hair salon","0",,,,,,"WG28+GRQ, near railway station",,"Hair salon","31.9013443","74.5171097",,,"WG28+GRQ, near railway station, Narang Mandi, Sheikhupura, Punjab, Pakistan"
"Al-Hina Beauty Parlour","1","1","0","0","0","0",,,"Beauty salon","31.1216772","74.4537328","5",,"Tariq Colony Kasur, Punjab, Pakistan"
"Natasha Salon","2","1","0","1","0","0","4FC5+Q4J, Shahbaz Khan Rd",,"Beauty salon","31.1219589","74.4577536","3",,"4FC5+Q4J, Shahbaz Khan Rd, Tariq Colony Kasur, Punjab, Pakistan"
"Decent beauty parlour","4","4","0","0","0","0","4F77+5HX, near Barat Shah Darbar",,"Beauty salon","31.1124751","74.4634442","5",,"4F77+5HX, near Barat Shah Darbar, Abdul Shakoor Colony, Kasur, Punjab, Pakistan"
"Sunny Beauty Parlour","5","3","1","1","0","0","4CCW+57H, Railway Rd, Chandni Chowk, Krishna Nagar",,"Beauty salon","31.1204319","74.4457291","4","55050","4CCW+57H, Railway Rd, Chandni Chowk, Krishna Nagar, Kasur, Punjab 55050, Pakistan"
"Kainat Beauty Parlour","6","3","0","1","1","1","4FC3+8F4 pakeeza colony, Khara Rd",,"Beauty salon","31.1207706","74.4537098","3.5",,"4FC3+8F4 pakeeza colony, Khara Rd, Tariq Colony Kasur, Punjab, Pakistan"
"UF Hair Studio","1","1","0","0","0","0","4FJ2+R63",,"Hair salon","31.1320189","74.4505336","5",,"4FJ2+R63, Qadirabad Kasur, Punjab, Pakistan"
"Heaven aesthetic clinic","1","1","0","0","0","0","4CHV+7RJ",,"Beauty salon","31.1283095","74.4445704","5","55050","4CHV+7RJ, Basti Khadimabad, Kasur, Punjab 55050, Pakistan"
"Qamar Din House","1","1","0","0","0","0","4C5X+65W، چھتی گلی",,"Beauty salon","31.1081149","74.4479501","5",,"4C5X+65W، چھتی گلی, Kasur, Punjab, Pakistan"
"Fancy Hair Style","2","0","0","1","1","0","4F63+WGF, Rd",,"Hair salon","31.1123162","74.4537878","2","55050","4F63+WGF, Rd, Qatar Garhi Kot Molvi Abdul Qadir, Kasur, Punjab 55050, Pakistan"
"Saghar Hairdresser","1","0","0","0","0","1","4C7V+PH2, Salamat Pura Rd",,"Hair salon","31.1142748","74.4439007","2","55050","4C7V+PH2, Salamat Pura Rd, Salamatpura, Kasur, Punjab 55050, Pakistan"
"Shining Beauty Hair Saloon","0",,,,,,"4CFW+2Q2, Khara Rd",,"Beauty salon","31.1225148","74.4468982",,,"4CFW+2Q2, Khara Rd, Kot Rukan Din, Kasur, Punjab, Pakistan"
"Salman Hair Salon","0",,,,,,"Rd, Bismillah Chowk, Basti Haji Gajjan, Old Rail",,"Hair salon","31.1131646","74.4719692",,"55050","Rd, Bismillah Chowk, Basti Haji Gajjan, Old Rail, Kasur, 55050, Pakistan"
"Jani Hair Salon","0",,,,,,"4C5P+83R, Nizam Pura Rd",,"Hair salon","31.108354","74.4351326",,,"4C5P+83R, Nizam Pura Rd, Bhasar Pura Bhasarpura, Kasur, Punjab, Pakistan"
"Unique Fashion hair studio","0",,,,,,"4FJ2+QPV",,"Beauty salon","31.1319762","74.4517936",,,"4FJ2+QPV, Kasur, Punjab, Pakistan"
"Beauty Hair Salon","0",,,,,,"4F76+2QP, Naseem Hayat Rd",,"Hair salon","31.1125956","74.4619488",,"55050","4F76+2QP, Naseem Hayat Rd, Basti Barat Shah Abdul Shakoor Colony, Kasur, Punjab 55050, Pakistan"
"Geo hair style","0",,,,,,"College Rd",,"Beauty salon","31.1258914","74.4535987",,"55201","College Rd, Munir Shaheed Colony, Kasur, Punjab 55201, Pakistan"
"Farooq Hair Salon فاروق ہیئر سلون","0",,,,,,"4FG5+82F, Roadkot Rd",,"Hair salon","31.1258065","74.4575405",,,"4FG5+82F, Roadkot Rd, Road Kot Munir Shaheed Colony, Kasur, Punjab, Pakistan"
"Like it hair salon","0",,,,,,,,"Hair salon","31.1288125","74.4658125",,,"Saeed Abad Saeedabad, Kasur, Punjab, Pakistan"
"al sharrf hair salon","1",,,,,,,,"Barber shop","31.0096171","74.4128944","5",,"Hussain Khan Wala, Kasur, Punjab, Pakistan"
"A one beauty Salon","0",,,,,,"4F73+R4M",,"Beauty salon","31.1145999","74.4527866",,,"4F73+R4M, Kot Molvi Abdul Qadar Kot Molvi Abdul Qadir, Kasur, Punjab, Pakistan"
"City Beauty Saloon","0",,,,,,"Hussain Khan Wala Beauty studio",,"Beauty salon","31.0090845","74.416015",,,"Hussain Khan Wala Beauty studio, Kasur, Pakistan"
"Big Boss hair salon","0",,,,,,"4F78+FVM Haji gagan",,"Hair salon","31.1137177","74.4671862",,,"4F78+FVM Haji gagan, Kasur, Punjab, Pakistan"
"Ali Hair Cutting Salon","7",,,,,,"384P+F6Q",,"Beauty salon","31.0562232","74.335599","4.6",,"384P+F6Q, Todey Pur, Kasur, Punjab, Pakistan"
"Mandhiali Salon","0",,,,,,"VHQ3+CV5",,"Hair salon","31.8885069","74.5547285",,,"VHQ3+CV5, Mandiali, Sheikhupura, Punjab, Pakistan"
"Malik Shabir Hair Cutting & Salon","0",,,,,,"XH8X+MMG",,"Barber shop","31.966698","74.5991935",,,"XH8X+MMG, Mehta Suja, Sheikhupura, Punjab, Pakistan"
"Beauty Edge salon","2",,,,,,"PRRJ+PGG, Railway chowk mundi",,"Beauty salon","31.7418188","73.8313346","5",,"PRRJ+PGG, Railway chowk mundi, Farooqabad, Sheikhupura, Punjab, Pakistan"
"Chand Akbar Beauty Salon","1",,,,,,"PRRG+Q37",,"Beauty salon","31.7419105","73.8251812","5",,"PRRG+Q37, Farooqabad, Sheikhupura, Punjab, Pakistan"
"al shareef hair salon","0",,,,,,"2C59+H89",,"Barber shop","31.0089598","74.4182239",,,"2C59+H89, Hussain Khan Wala, Kasur, Punjab, Pakistan"
"J.Z Beauty Salon","0",,,,,,,,"Beauty salon","31.119641","74.4572871",,"55050","Tariq Colony Kasur, Punjab 55050, Pakistan"
"Noor Beauty Saloon","5",,,,,,"PRQC+CM4",,"Beauty salon","31.7385135","73.8216889","4.6","39500","PRQC+CM4, Nokhar Qadeem, Farooqabad, Sheikhupura, Punjab 39500, Pakistan"
"Excilance beauty saloon","4",,,,,,"PRXM+4F8, Lahore - Sargodha Rd",,"Beauty salon","31.7477973","73.8336983","4.8",,"PRXM+4F8, Lahore - Sargodha Rd, Farooqabad, Sheikhupura, Punjab, Pakistan"
"New Duplex salon","0",,,,,,"4F92+WPX",,"Beauty salon","31.1198724","74.4518488",,,"4F92+WPX, Old City Kasur, Kasur, Punjab, Pakistan"
"Desire Lounge","0",,,,,,"4FG4+Q5F, College Rd",,"Beauty salon","31.1269276","74.4554253",,,"4FG4+Q5F, College Rd, Road Kot Kasur, Punjab, Pakistan"
"Dhanak Beauty Parlour","2","1","0","1","0","0","1 Jinnah Colony Street 1, near Dhorr Kot Road",,"Beauty salon","31.1236008","74.4502681","3","55050","1 Jinnah Colony Street 1, near Dhorr Kot Road, Kot Azam Khan outside, Kasur, Punjab 55050, Pakistan"
"Ashna Hairdresser & Beauty Parlour","1",,,,,,"Main Approach Rd",,"Beauty salon","31.7477315","73.8244884","4","39520","Main Approach Rd, Islampura, Farooqabad, Sheikhupura, Punjab 39520, Pakistan"
"Bukhari collection beauty clinic & training center","1","1","0","0","0","0","infarant of wapda office, Naseem Shaheed Rd",,"Beauty salon","31.1192963","74.4716396","5","55055","infarant of wapda office, Naseem Shaheed Rd, Kasur, Punjab 55055, Pakistan"
"right collection","0",,,,,,"4C9R+587, Chandni Chowk",,"Hair salon","31.1179125","74.4408031",,,"4C9R+587, Chandni Chowk, Jamat Pura Kasur, Punjab, Pakistan"
"Azka inayat beauty salon","1",,,,,,"PVV9+45M",,"Beauty salon","31.7428488","73.8679183","5",,"PVV9+45M, Jhaamkay, Sheikhupura, Punjab, Pakistan"
"Shafique beauty seloon","0",,,,,,"4CGW+Q33 Shafique beauty seloo, near Haveli Marriage Hall",,"Beauty salon","31.1268932","74.4451766",,,"4CGW+Q33 Shafique beauty seloo, near Haveli Marriage Hall, Kasur, Punjab, Pakistan"
"Mr.Barber","0",,,,,,"4F78+FVM",,"Beauty salon","31.1137177","74.4671862",,,"4F78+FVM, Kasur, Punjab, Pakistan"
"Shine saloon","0",,,,,,"4FG3+285",,"Beauty salon","31.1250006","74.4533513",,,"4FG3+285, Kot Fateh Din Kasur, Punjab, Pakistan"
"Markiting","0",,,,,,"4F42+V46, Gali fkira wali",,"Hair salon","31.1071659","74.4502563",,"55050","4F42+V46, Gali fkira wali, Kasur, Punjab 55050, Pakistan"
"عظیم بیو ٹی پارلر","1","0","0","1","0","0","4C7J+7JG",,"Beauty salon","31.1131945","74.4315844","1",,"4C7J+7JG, Rukan Pura Rukanpura, Kasur, Punjab, Pakistan"
"Gents Hair Saloon","0",,,,,,"4F62+6QW, Kot Molvi Abdul Qadir Rd",,"Hair salon","31.1105066","74.4520839",,,"4F62+6QW, Kot Molvi Abdul Qadir Rd, Kot Molvi Abdul Qadar Kot Molvi Abdul Qadir, Kasur, Punjab, Pakistan"
"World beauty saloon","0",,,,,,"4CFR+GFP",,"Beauty salon","31.1238464","74.4412049",,,"4CFR+GFP, Nafees Colony Kasur, Punjab, Pakistan"
"Queen'S beauty saloon","0",,,,,,"4F68+9F2, Road",,"Beauty salon","31.1107983","74.4663867",,,"4F68+9F2, Road, Basti Barat Shah, Kasur, Punjab, Pakistan"
"Javed Saloon","0",,,,,,"4F73+2V9",,"Beauty salon","31.1125318","74.4548263",,,"4F73+2V9, Qatar Garhi Kasur, Punjab, Pakistan"
"blossom Beauty Parlor & Saloon","0",,,,,,"Haji Fareed Rd",,"Beauty salon","31.1221156","74.4451167",,"55050","Haji Fareed Rd, Kasur, Punjab 55050, Pakistan"
"Hair Saloon","0",,,,,,"4CPW+4H7, Road",,"Hair salon","31.1352829","74.4464063",,,"4CPW+4H7, Road, Qadirabad Kasur, Punjab, Pakistan"
"AhMaD RajPuT","3","1","0","2","0","0","4FPJ+2PJ Gall",,"Hairdresser","31.1350967","74.4817694","2.3",,"4FPJ+2PJ Gall, Rang Pur, Kasur, Punjab, Pakistan"
"Beauty Zone Beauty Parlour","0",,,,,,"4F83+XWJ, Naseem Hayat Rd",,"Beauty salon","31.1171078","74.4547008",,,"4F83+XWJ, Naseem Hayat Rd, Kasur, Punjab, Pakistan"
"Ali Beauty Parlour","0",,,,,,"Shahrah-e Liaquat Ali",,"Beauty salon","31.1214662","74.4505717",,"55050","Shahrah-e Liaquat Ali, Jinnah Colony Kasur, Punjab 55050, Pakistan"
"AJ Style","2","2","0","0","0","0","Village Jatri Kohna Sheikhupura",,"Hair salon","31.6872279","73.7344797","5","39501","Village Jatri Kohna Sheikhupura, Sheikhupura, 39501, Pakistan"
"Arzoo Beauty Parlour","0",,,,,,"MPQM+CWV",,"Beauty salon","31.68858","73.7350477",,,"MPQM+CWV, Jaatri Kuhna, Nankana Sahib, Punjab, Pakistan"
"USMAN SALOON","0",,,,,,"4F78+FVM USMAN SALOON",,"Beauty salon","31.1137177","74.4671862",,,"4F78+FVM USMAN SALOON, Kasur, Punjab, Pakistan"
"Rehman beauty saloon","0",,,,,,"Dhorr Kot Rd",,"Beauty salon","31.1267129","74.4512581",,,"Dhorr Kot Rd, Kot Azam Khan Kasur, Punjab, Pakistan"
"Al-Madina Fashion Beauty Parlour & Salon","0",,,,,,"4CFW+W69, Raheem Bakhsh Rd, Shah Inayat Colony",,"Beauty salon","31.1247882","74.4456114",,"55050","4CFW+W69, Raheem Bakhsh Rd, Shah Inayat Colony, Kasur, Punjab 55050, Pakistan"
"Arooj beauty saloon","1","0","0","1","0","0","Arooj beauty saloon, gala pthna Wala",,"Beauty salon","31.1087679","74.4509928","1",,"Arooj beauty saloon, gala pthna Wala, Kasur, Pakistan"
"Royal Beauty parlour","0",,,,,,"Chowk, Hasan Bin Sabat Rd, near Allah nighban Khushboo center",,"Beauty salon","31.1173993","74.4538598",,"55050","Chowk, Hasan Bin Sabat Rd, near Allah nighban Khushboo center, Baldia, Kasur, Punjab 55050, Pakistan"
"Aqsa Beauty Parlour","0",,,,,,"4FC3+24G, Nasim Hayat Rd, Baldia Chowk, Kot Bahadur Khan",,"Beauty salon","31.120054","74.452825",,"55050","4FC3+24G, Nasim Hayat Rd, Baldia Chowk, Kot Bahadur Khan, Old City Kasur, Kasur, Punjab 55050, Pakistan"
"Arooj Repilx Beauty Parlour(Rabia Tayyab)","0",,,,,,"Faniture Market",,"Beauty salon","31.1146605","74.44766",,,"Faniture Market, Bulleh Shah Colony Bhulle Shah Colony, Kasur, Punjab, Pakistan"
"Hair saloon","1","1","0","0","0","0","Shoaib",,"Shop supermarket furniture store","31.1281488","74.4598855","5","55050","Shoaib, Kot Mir Baz Khan, Kasur, Punjab 55050, Pakistan"
"Rose Beauty Parlour & Training Centre","0",,,,,,"Tehsil Dar Chowk",,"Beauty salon","31.1218238","74.4455398",,"55050","Tehsil Dar Chowk, Kasur, Punjab 55050, Pakistan"
"Mirha Beauty Parlour","0",,,,,,"4C9X+G35",,"Beauty salon","31.1187695","74.4477392",,,"4C9X+G35, Walled City, Kasur, Punjab, Pakistan"
"Imran Hair Salon & Body Massage","0",,,,,,,,"Barber shop","31.1262844","74.4378716",,,
"Beauty Sensation HAIR DESIGNER salon","57",,,,,,"House no, 474c Barki Rd",,"Beauty salon","31.5227129","74.4653468","4.9",,"House no, 474c Barki Rd, housing society Green City, Lahore, Punjab, Pakistan"
"DHA BBB Hair Salon","59",,,,,,"Plot 195",,"Hair salon","31.5240754","74.441133","4.9","54100","Plot 195, DHA Phase 8 - Ex Park View Block D Park View CHS, Lahore, Punjab 54100, Pakistan"
"Sana’s Beauty Salon & SPA (Only For Ladies)","110",,,,,,"1st Floor, Yadgar Rd, near Noor Ul Huda School",,"Beauty salon","31.593777","74.4575174","5",,"1st Floor, Yadgar Rd, near Noor Ul Huda School, Phase 2 Manawan, Lahore, Punjab, Pakistan"
"Aventura Salon","94",,,,,,"3rd & 4th Floor, CP 01",,"Beauty salon","31.4760887","74.4691499","4.7","54792","3rd & 4th Floor, CP 01, Fairways Commercial Defence Raya DHA Phase 6, Lahore, Punjab 54792, Pakistan"
"H One Salon & SPA (Paragon)","396",,,,,,"GCGW+GMR",,"Beauty salon","31.5263694","74.4466513","4.9",,"GCGW+GMR, Paragon City, Lahore, Punjab, Pakistan"
"Zainay Salon (just for ladies)","43",,,,,,"GFF3+PQC, Street IH-5",,"Beauty salon","31.5243","74.4543873","4.7",,"GFF3+PQC, Street IH-5, Imperial Garden Homes Paragon City, Lahore, Punjab, Pakistan"
"Hair Innovation Salon & Academy","98",,,,,,"Plaza 232, J Block DHA Phase 6",,"Beauty salon","31.4814774","74.4542811","4.8","54792","Plaza 232, J Block DHA Phase 6, Lahore, 54792, Pakistan"
"Raheel hair salon","6",,,,,,"HFFM+37, Jallo Park Access Rd",,"Beauty salon","31.5767325","74.4835328","5",,"HFFM+37, Jallo Park Access Rd, Al-Rehman Garden Phase 4 Phase 4 Al Rehman Garden, Lahore, Punjab, Pakistan"
"Ayesha.A Beauty Salon","11",,,,,,"290-B, Al-Raheem Garden, Phase 5, G. T. Road",,"Beauty salon","31.595747","74.4392923","5",,"290-B, Al-Raheem Garden, Phase 5, G. T. Road, Manawan, Lahore, Punjab, Pakistan"
"Studio S by Sadaf","81",,,,,,"253 MB, Street 19",,"Beauty salon","31.4796619","74.4516067","4.7",,"253 MB, Street 19, Sector J DHA Phase 6, Lahore, Punjab, Pakistan"
"Biya's Salon","95",,,,,,"25-g",,"Beauty salon","31.4832119","74.3936502","5","54792","25-g, Sector G Dha Phase 1, Lahore, 54792, Pakistan"
"Naila Wasti’s Bridal Salon","160",,,,,,"Shop # 8، Askari 11",,"Beauty salon","31.4421181","74.4297765","4.7","54000","Shop # 8، Askari 11، East Commercial Area sector C Lahore, 54000, Pakistan"
"S Spa and Salon","29",,,,,,"Shop # 9, Sector F market, opposite Mosque",,"Beauty salon","31.5289208","74.4202846","4.9","54810","Shop # 9, Sector F market, opposite Mosque, Askari X, Lahore, Punjab 54810, Pakistan"
"Let's makeup salon DHA RAYA","140",,,,,,"first floor, Plaza 81, Fairways Commercial",,"Beauty salon","31.473933","74.4699571","4.8","54000","first floor, Plaza 81, Fairways Commercial, Defence Raya Golf Resort Sector M DHA Phase 6, Lahore, Punjab 54000, Pakistan"
"Royal Lounge Salon & Studio","33",,,,,,"191 1st floor, HCRR+92M rehman commercial plaza",,"Beauty salon","31.6069473","74.4798195","5","54920","191 1st floor, HCRR+92M rehman commercial plaza, bismilah housing scheme Fahad Town Lahore, Punjab 54920, Pakistan"
"Bally's Beauty Salon","58",,,,,,"J, 149-MB",,"Beauty salon","31.4831783","74.4562725","4.3",,"J, 149-MB, DHA Phase 6, Lahore, Pakistan"
"Maria Beauty Salon","272",,,,,,"Plaza no- 44 MB PH-6",,"Beauty salon","31.4746605","74.4446701","5",,"Plaza no- 44 MB PH-6, Sector B DHA, Lahore, Punjab, Pakistan"
"Zarshah beauty salon and Training Institute","1",,,,,,"Main bazaar opposite shahbaz autos minhala kalan via Manhala",,"Beauty salon","31.5300096","74.5430099","1","53400","Main bazaar opposite shahbaz autos minhala kalan via Manhala, Bata Pur, Manhala, Lahore, Punjab 53400, Pakistan"
"Be Unique London Salon","91",,,,,,"294 Main Blvd",,"Beauty salon","31.476348","74.4472386","4.9",,"294 Main Blvd, Sector H DHA Phase 6, Lahore, Punjab, Pakistan"
"Shezays Beauty Salon","35",,,,,,"109-B, Lane 5-C, PAF Colony, Zarrar Shaheed Rd",,"Beauty salon","31.5516974","74.3964402","4.5","54000","109-B, Lane 5-C, PAF Colony, Zarrar Shaheed Rd, Cantt, Lahore, Punjab 54000, Pakistan"
"Islam Hair Saloon","4","4","0","0","0","0",,,"Beauty salon","31.528394","74.5433763","5",,"Manhala, Lahore, Punjab, Pakistan"
"Hair Salon","0",,,,,,"GGMQ+QQH",,"Hair salon","31.5344475","74.5394961",,,"GGMQ+QQH, Shahzad Mill Lahore, Punjab, Pakistan"
"A One beauty Parlour","0",,,,,,,,"Beauty salon","31.1079091","73.7834312",,"55300","Padhana Chak 45, Kasur, Punjab 55300, Pakistan"
"Jani Hair Salon","0",,,,,,"VV57+CC7",,"Hair salon","31.8585268","73.8635523",,,"VV57+CC7, Jhabran Village, Sheikhupura, Punjab, Pakistan"
"Boss hair salon","0",,,,,,,,"Beauty salon","31.8598761","73.8624893",,,"Jhabran Village, Sheikhupura, Punjab, Pakistan"
"HER By Shelby's & Co. DHA Raya","238",,,,,,"M, First Floor, Fairways Commercial CP 88, Sector",,"Beauty salon","31.4731374","74.4698851","4.9","54000","M, First Floor, Fairways Commercial CP 88, Sector, Defence Raya Golf Resort DHA Phase 6, Lahore, 54000, Pakistan"
"S.G hair beauty Saloon","1",,,,,,"VV68+32C, Hafizabad Road",,"Beauty salon","31.8601755","73.8650246","1",,"VV68+32C, Hafizabad Road, Jhabran Village, Sheikhupura, Punjab, Pakistan"
"Saddam Haircut","0",,,,,,"MQ7F+RPM",,"Beauty salon","31.6645768","73.7742847",,,"MQ7F+RPM, Baharke, Sheikhupura, Punjab, Pakistan"
"Nicky & Laila Beauty Salon","69",,,,,,"1st floor, Shop no 13, Sector B, near Subway",,"Beauty salon","31.4480418","74.4336755","4.7","54000","1st floor, Shop no 13, Sector B, near Subway, Askari XI, Lahore, 54000, Pakistan"
"National Hair Style","1",,,,,,,,"Hair salon","31.8642254","73.859577","1",,"Jhabran Village, Sheikhupura, Punjab, Pakistan"
"Dolled Up By Sonia","232",,,,,,"Plaza No 4, Main Boulevard",,"Beauty salon","31.4687422","74.4393454","4.7","53200","Plaza No 4, Main Boulevard, Commercial Block-A DHA Phase 6, Lahore, Punjab 53200, Pakistan"
"Kashaf beauty Salon & Studio","1",,,,,,"HMJQ+M89",,"Beauty salon","31.5816634","73.6883622","5",,"HMJQ+M89, Mananwala, Sheikhupura, Punjab, Pakistan"
"U like haire saloon","0",,,,,,"5XJX+X38",,"Beauty salon","31.182421","73.9976946",,,"5XJX+X38, Baghyana Kalan, Phool Nagar, Kasur, Punjab, Pakistan"
"Bismillah Hair Salon roran wali road mananwala teh & district sheikhupura","2",,,,,,"HMWQ+4C3 teh &, Roranwali Rd",,"Hair salon","31.5952584","73.6885485","3","39170","HMWQ+4C3 teh &, Roranwali Rd, Mananwala, Sheikhupura, Punjab 39170, Pakistan"
"Alanzay Bridal Studio & Beauty Salon","48",,,,,,"233 MB, Street 13",,"Beauty salon","31.481541","74.4540798","4.5",,"233 MB, Street 13, Sector J DHA Phase 6, Lahore, Punjab, Pakistan"
"Bismillah Hair Saloon","1",,,,,,"6WCR+493, Rana Iqbal Road",,"Hair salon","31.2202691","73.9409209","5",,"6WCR+493, Rana Iqbal Road, Township Block 4 Sector D1 Lahore, Kasur, Punjab, Pakistan"
"Hair and Care Beauty Salon","1",,,,,,"HHGQ+HW5",,"Hair salon","31.5763912","73.589849","5",,"HHGQ+HW5, Kanwanwali, Nankana Sahib, Punjab, Pakistan"
"Rashid Beauty saloon","0",,,,,,"5XPV+JG7, Bhai Pheru - Kot Radha Kishan Rd",,"Beauty salon","31.1865115","73.9938252",,,"5XPV+JG7, Bhai Pheru - Kot Radha Kishan Rd, Baghyana Kalan, Bhagaina Kalan, Kasur, Punjab, Pakistan"
"THE HAIR CO","91",,,,,,"Plaza NO 275",,"Beauty salon","31.4775794","74.4489991","4.8",,"Plaza NO 275, MB Sector H DHA Phase 6, Lahore, Punjab, Pakistan"
"Bilal Hair Salon Manawala","0",,,,,,"HMQR+6PM Bilal hair salon, manawala",,"Hair salon","31.5880766","73.6917924",,,"HMQR+6PM Bilal hair salon, manawala, Madina Colony, Mananwala, Sheikhupura, Punjab, Pakistan"
"A.The Salon","232",,,,,,"St 10",,"Beauty salon","31.4608532","74.4239536","4.3",,"St 10, & Commercial Area Sector A Phase 5 D.H.A, Lahore, Punjab, Pakistan"
"Classic salon","19",,,,,,"Noori Mosque Road",,"Beauty salon","31.5683308","73.4825562","4.2",,"Noori Mosque Road, Shahkot, Nankana Sahib, Punjab, Pakistan"
"Zain hair salon","3",,,,,,"725G+P38",,"Hair salon","31.259293","74.0252112","5",,"725G+P38, Nathe Khalsa, Lahore, Punjab, Pakistan"
"Saima’s Salon","6",,,,,,"Shop G, 02, near Clock Tower",,"Beauty salon","31.3633236","74.1849756","5","53720","Shop G, 02, near Clock Tower, Sector E Lavandus Block Bahria Town, Lahore, Punjab 53720, Pakistan"
"The World Hair Beauty Salon","0",,,,,,"HMQC+2WP, Sheikhupura Rd, Begum Kot, Shahdara",,"Beauty salon","31.587594","73.6723158",,,"HMQC+2WP, Sheikhupura Rd, Begum Kot, Shahdara, Faisalabad, Lahore, Punjab, Pakistan"
"Volumes - The Hair Lounge","385",,,,,,"4th Floor, Plot No. 54 Civic Commercial Area (CCA",,"Beauty salon","31.4688943","74.4511937","4.3",,"4th Floor, Plot No. 54 Civic Commercial Area (CCA, Block C DHA Phase 6, Lahore, Punjab, Pakistan"
"Vintage Hair Salon","52",,,,,,"Plot C, 89",,"Hair salon","31.4685702","74.451617","4.5",,"Plot C, 89, Sector C DHA Phase 6, Lahore, Punjab, Pakistan"
"Rahman Hair Salon","1",,,,,,"JG6M+J25",,"Hair salon","31.6115125","73.5326086","5",,"JG6M+J25, Dhalla, Nankana Sahib, Punjab, Pakistan"
"TONI&GUY - DHA 6","670",,,,,,"Plaza 136",,"Beauty salon","31.4818117","74.4544451","4.2",,"Plaza 136, Sector J DHA Phase 6, Lahore, Punjab, Pakistan"
"Hayaz Salon & Aesthetics","146",,,,,,"Main Bedian Rd, opposite Askari 11",,"Beauty salon","31.4630761","74.435755","4.2",,"Main Bedian Rd, opposite Askari 11, Sector A DHA Phase 6, Lahore, Punjab, Pakistan"
"The Nail Bar by Anisha (Phase 6 LHR)","237",,,,,,"CCA, 1st Floor, Plaza 5, C",,"Nail salon","31.4703835","74.4502703","4.6","54000","CCA, 1st Floor, Plaza 5, C, Sector C DHA Phase 6, Lahore, Punjab 54000, Pakistan"
"The Cutting Edge - Men's Salon","71",,,,,,"81-MB, adjacent to Mocca & Green Pharmacy",,"Barber shop","31.4774308","74.4483786","4.6",,"81-MB, adjacent to Mocca & Green Pharmacy, Sector H DHA Phase 6, Lahore, Punjab, Pakistan"
"Joni Hair Salon","4","4","0","0","0","0","2X88+5G7",,"Barber shop","31.0154034","73.966303","5",,"2X88+5G7, Gillan Wala Chunian, Kasur, Punjab, Pakistan"
"Fatima Beauty, Salon","0",,,,,,"2V5H+9MV",,"Beauty salon","31.0079187","73.8795074",,,"2V5H+9MV, Kot Jalal Din, Kasur, Punjab, Pakistan"
"HER By Shelby's & Co. DHA Phase 5","118","112","1","3","1","1","Second Floor, Plaza 75",,"Beauty salon","31.4611957","74.4132251","4.8","54000","Second Floor, Plaza 75, Block CCA Phase 5 D.H.A, Lahore, Punjab 54000, Pakistan"
"Shelby's & Co. DHA","1529","1428","60","24","13","4","First floor, Plaza # 75, Shelby's & Co, next to Layers Bakeshop",,"Hair salon","31.4612136","74.4131604","4.9","45000","First floor, Plaza # 75, Shelby's & Co, next to Layers Bakeshop, Block CCA Phase 5 D.H.A, Lahore, Punjab 45000, Pakistan"
"Headlines Studio & Salon by Mikaal Zulfiqar","586","479","60","28","16","3","3rd Floor, 9/3 CCA, Street 8",,"Beauty salon","31.4629712","74.4137274","4.6","54000","3rd Floor, 9/3 CCA, Street 8, Phase 5 D.H.A, Lahore, 54000, Pakistan"
"GM SALON & ACADEMY","49","41","2","3","1","2","Cantt, First Floor Plaza No.06-CCA",,"Beauty salon","31.4631742","74.4141474","4.6","54000","Cantt, First Floor Plaza No.06-CCA, Phase 5 D.H.A, Lahore, 54000, Pakistan"
"Verve Salon and Spa","116","110","4","1","1","0","CCA 37",,"Beauty salon","31.4621408","74.4141483","4.9",,"CCA 37, Sector C Phase 5 D.H.A, Lahore, Punjab, Pakistan"
"TONI&GUY Essensuals | DHA Phase 5, Lahore","195","170","7","12","3","3","Plot# 23, 3rd Floor",,"Beauty salon","31.4619032","74.4144031","4.6",,"Plot# 23, 3rd Floor, Civic Commercial Area Sector C Phase 5 D.H.A, Lahore, Pakistan"
